Energy_MeV,F8_Response_per_source_neutron,Relative_Error
6.09,9.86e-07,0.0318
6.1,1.159e-06,0.0294
6.11,1.238e-06,0.0284
6.12,1.458e-06,0.0262
6.13,1.462e-06,0.0262
6.14,1.417e-06,0.0266
6.15,1.315e-06,0.0276
6.16,1.182e-06,0.0291
6.17,1.012e-06,0.0314
