Energy_MeV,F8 脉冲高度响应,Relative_Error
0.95,3.38714e-06,0.0205
0.96,3.35714e-06,0.0206
0.97,3.52143e-06,0.0201
0.98,3.68286e-06,0.0197
0.99,4.05286e-06,0.0188
1,4.63143e-06,0.0176
1.01,5.27571e-06,0.0165
1.02,5.37857e-06,0.0163
1.03,4.87857e-06,0.0171
1.04,4.07286e-06,0.0187
1.05,3.19714e-06,0.0211
1.06,2.96286e-06,0.022
1.07,2.91571e-06,0.0221
1.08,2.94714e-06,0.022
1.09,2.95429e-06,0.022
1.1,2.93714e-06,0.0221
1.11,3.01857e-06,0.0218
1.12,3.11e-06,0.0214
1.13,3.23143e-06,0.021
1.14,3.51143e-06,0.0202
1.15,3.58857e-06,0.02
1.16,3.83286e-06,0.0193
1.17,3.73e-06,0.0196
1.18,3.55857e-06,0.02
1.19,3.35143e-06,0.0206
1.2,3.05e-06,0.0216
1.21,2.91e-06,0.0222
1.22,2.81e-06,0.0225
1.23,2.82714e-06,0.0225
1.24,2.70143e-06,0.023
1.25,2.87e-06,0.0223
1.26,2.80571e-06,0.0226
1.27,2.64e-06,0.0233
1.28,2.82429e-06,0.0225
1.29,2.85857e-06,0.0224
1.3,2.98857e-06,0.0219
1.31,2.92429e-06,0.0221
1.32,2.88429e-06,0.0223
1.33,2.95571e-06,0.022
1.34,2.98714e-06,0.0219
1.35,3.18429e-06,0.0212
1.36,3.21143e-06,0.0211
1.37,3.3e-06,0.0208
1.38,3.29714e-06,0.0208
1.39,3.25143e-06,0.021
1.4,3.10143e-06,0.0215
1.41,2.96143e-06,0.022
1.42,2.83857e-06,0.0224
1.43,2.86714e-06,0.0223
1.44,2.78857e-06,0.0226
1.45,2.65143e-06,0.0232
1.46,2.68714e-06,0.0231
1.47,2.58429e-06,0.0235
1.48,2.71714e-06,0.0229
1.49,2.59857e-06,0.0234
1.5,2.72e-06,0.0229
1.51,2.60143e-06,0.0234
1.52,2.63286e-06,0.0233
1.53,2.58143e-06,0.0235
1.54,2.66286e-06,0.0232
1.55,2.75857e-06,0.0228
1.56,2.76571e-06,0.0227
1.57,2.83429e-06,0.0225
1.58,2.82143e-06,0.0225
1.59,3.06e-06,0.0216
1.6,3.33857e-06,0.0207
1.61,3.67e-06,0.0197
1.62,3.60143e-06,0.0199
1.63,3.43143e-06,0.0204
1.64,3.24429e-06,0.021
1.65,2.86286e-06,0.0223
1.66,2.79286e-06,0.0226
1.67,2.77429e-06,0.0227
1.68,2.82429e-06,0.0225
1.69,2.99286e-06,0.0218
1.7,3.04143e-06,0.0217
1.71,3.19143e-06,0.0212
1.72,3.19571e-06,0.0211
1.73,3.03286e-06,0.0217
1.74,2.86143e-06,0.0223
1.75,2.60429e-06,0.0234
1.76,2.74286e-06,0.0228
1.77,2.7e-06,0.023
1.78,2.83286e-06,0.0225
1.79,3.09429e-06,0.0215
1.8,3.38714e-06,0.0205
1.81,3.5e-06,0.0202
1.82,3.44e-06,0.0204
1.83,3.17286e-06,0.0212
1.84,2.87571e-06,0.0223
1.85,2.50571e-06,0.0239
1.86,2.38714e-06,0.0245
1.87,2.41571e-06,0.0243
1.88,2.53714e-06,0.0237
1.89,2.54429e-06,0.0237
1.9,2.52429e-06,0.0238
1.91,2.61857e-06,0.0234
1.92,2.59429e-06,0.0235
1.93,2.51286e-06,0.0238
1.94,2.56e-06,0.0236
1.95,2.60571e-06,0.0234
1.96,2.63429e-06,0.0233
1.97,2.50286e-06,0.0239
1.98,2.57429e-06,0.0236
1.99,2.56429e-06,0.0236
2,2.43e-06,0.0242
2.01,2.37571e-06,0.0245
2.02,2.34571e-06,0.0247
2.03,2.32e-06,0.0248
2.04,2.24714e-06,0.0252
2.05,2.26429e-06,0.0251
2.06,2.09857e-06,0.0261
2.07,2.24e-06,0.0253
2.08,2.05571e-06,0.0264
2.09,2.12143e-06,0.0259
2.1,2.17286e-06,0.0256
2.11,2.15571e-06,0.0257
2.12,2.09e-06,0.0261
2.13,2.10857e-06,0.026
2.14,2.05571e-06,0.0264
2.15,2.01714e-06,0.0266
2.16,2.14857e-06,0.0258
2.17,2.37429e-06,0.0245
2.18,2.55714e-06,0.0236
2.19,2.94571e-06,0.022
2.2,3.50571e-06,0.0202
2.21,3.80857e-06,0.0194
2.22,3.85714e-06,0.0192
2.23,3.55714e-06,0.02
2.24,3.22714e-06,0.021
2.25,2.89143e-06,0.0222
2.26,2.74429e-06,0.0228
2.27,2.41429e-06,0.0243
2.28,2.52286e-06,0.0238
2.29,2.41143e-06,0.0243
2.3,2.41429e-06,0.0243
2.31,2.49143e-06,0.0239
2.32,2.22e-06,0.0254
2.33,2.11571e-06,0.026
2.34,2.06857e-06,0.0263
2.35,1.97857e-06,0.0269
2.36,1.97429e-06,0.0269
2.37,2.08143e-06,0.0262
2.38,2.06e-06,0.0263
2.39,2.04857e-06,0.0264
2.4,1.98857e-06,0.0268
2.41,2.03571e-06,0.0265
2.42,1.95714e-06,0.027
2.43,1.87714e-06,0.0276
2.44,1.96e-06,0.027
2.45,2.00286e-06,0.0267
2.46,1.99143e-06,0.0268
2.47,2.13e-06,0.0259
2.48,2.18571e-06,0.0256
2.49,2.18857e-06,0.0255
2.5,2.27429e-06,0.0251
2.51,2.26857e-06,0.0251
2.52,2.15714e-06,0.0257
2.53,2.07714e-06,0.0262
2.54,1.99714e-06,0.0267
2.55,1.92857e-06,0.0272
2.56,1.96429e-06,0.027
2.57,1.86e-06,0.0277
2.58,1.97571e-06,0.0269
2.59,1.90857e-06,0.0274
2.6,1.98143e-06,0.0269
2.61,1.96571e-06,0.027
2.62,1.97286e-06,0.0269
2.63,1.95714e-06,0.027
2.64,2.04e-06,0.0265
2.65,2.09143e-06,0.0261
2.66,2.15143e-06,0.0258
2.67,2.27571e-06,0.0251
2.68,2.26571e-06,0.0251
2.69,2.27429e-06,0.0251
2.7,2.32857e-06,0.0248
2.71,2.51714e-06,0.0238
2.72,2.69143e-06,0.023
2.73,2.83571e-06,0.0224
2.74,2.98e-06,0.0219
2.75,2.71e-06,0.023
2.76,2.73429e-06,0.0229
2.77,2.43e-06,0.0242
2.78,2.39286e-06,0.0244
2.79,2.18857e-06,0.0255
2.8,2.23714e-06,0.0253
2.81,2.39429e-06,0.0244
2.82,2.32e-06,0.0248
2.83,2.49714e-06,0.0239
2.84,2.17e-06,0.0257
2.85,2.16429e-06,0.0257
2.86,2.10286e-06,0.0261
2.87,2.02857e-06,0.0265
2.88,1.96429e-06,0.027
2.89,1.92857e-06,0.0272
2.9,2.06143e-06,0.0263
2.91,2.15429e-06,0.0258
2.92,2.08429e-06,0.0262
2.93,1.98571e-06,0.0268
2.94,2.06429e-06,0.0263
2.95,2.00286e-06,0.0267
2.96,2.11143e-06,0.026
2.97,2.15286e-06,0.0258
2.98,2.16571e-06,0.0257
2.99,2.31571e-06,0.0248
3,2.40857e-06,0.0244
3.01,2.38143e-06,0.0245
3.02,2.22429e-06,0.0253
3.03,2.21857e-06,0.0254
3.04,2.05286e-06,0.0264
3.05,1.86143e-06,0.0277
3.06,1.87143e-06,0.0276
3.07,1.92143e-06,0.0273
3.08,1.77286e-06,0.0284
3.09,1.90571e-06,0.0274
3.1,1.81857e-06,0.028
3.11,1.77143e-06,0.0284
3.12,1.89857e-06,0.0274
3.13,1.98857e-06,0.0268
3.14,1.99571e-06,0.0268
3.15,2.04143e-06,0.0265
3.16,2.25e-06,0.0252
3.17,2.32571e-06,0.0248
3.18,2.40286e-06,0.0244
3.19,2.58857e-06,0.0235
3.2,2.70429e-06,0.023
3.21,2.55571e-06,0.0236
3.22,2.65429e-06,0.0232
3.23,2.61286e-06,0.0234
3.24,2.55571e-06,0.0236
3.25,2.5e-06,0.0239
3.26,2.30857e-06,0.0249
3.27,2.07857e-06,0.0262
3.28,2.11429e-06,0.026
3.29,1.9e-06,0.0274
3.3,1.73143e-06,0.0287
3.31,1.91286e-06,0.0273
3.32,1.85571e-06,0.0277
3.33,1.99e-06,0.0268
3.34,2.02143e-06,0.0266
3.35,2.06143e-06,0.0263
3.36,2.06286e-06,0.0263
3.37,1.94286e-06,0.0271
3.38,2.15714e-06,0.0257
3.39,2.18571e-06,0.0256
3.4,2.26286e-06,0.0251
3.41,2.18429e-06,0.0256
3.42,2.29e-06,0.025
3.43,2.21143e-06,0.0254
3.44,2.16143e-06,0.0257
3.45,2.15143e-06,0.0258
3.46,1.99e-06,0.0268
3.47,1.87e-06,0.0276
3.48,1.71429e-06,0.0289
3.49,1.72143e-06,0.0288
3.5,1.70571e-06,0.0289
3.51,1.61143e-06,0.0298
3.52,1.52714e-06,0.0306
3.53,1.51571e-06,0.0307
3.54,1.56714e-06,0.0302
3.55,1.49286e-06,0.0309
3.56,1.56714e-06,0.0302
3.57,1.53e-06,0.0306
3.58,1.46857e-06,0.0312
3.59,1.46571e-06,0.0312
3.6,1.55714e-06,0.0303
3.61,1.54286e-06,0.0304
3.62,1.58286e-06,0.03
3.63,1.56429e-06,0.0302
3.64,1.66857e-06,0.0293
3.65,1.68286e-06,0.0291
3.66,1.85714e-06,0.0277
3.67,1.82286e-06,0.028
3.68,2.12857e-06,0.0259
3.69,2.13286e-06,0.0259
3.7,2.20429e-06,0.0255
3.71,2.19429e-06,0.0255
3.72,2.33143e-06,0.0248
3.73,2.37429e-06,0.0245
3.74,2.33143e-06,0.0248
3.75,2.41e-06,0.0243
3.76,2.39286e-06,0.0244
3.77,2.08857e-06,0.0262
3.78,1.83857e-06,0.0279
3.79,1.56571e-06,0.0302
3.8,1.44857e-06,0.0314
3.81,1.26857e-06,0.0336
3.82,1.22143e-06,0.0342
3.83,1.27143e-06,0.0335
3.84,1.37286e-06,0.0323
3.85,1.37857e-06,0.0322
3.86,1.35714e-06,0.0324
3.87,1.41286e-06,0.0318
3.88,1.46e-06,0.0313
3.89,1.42429e-06,0.0317
3.9,1.53857e-06,0.0305
3.91,1.69714e-06,0.029
3.92,1.72286e-06,0.0288
3.93,1.68857e-06,0.0291
3.94,1.65571e-06,0.0294
3.95,1.49857e-06,0.0309
3.96,1.45429e-06,0.0313
3.97,1.25429e-06,0.0337
3.98,1.13e-06,0.0356
3.99,9.8e-07,0.0382
4,9.82857e-07,0.0381
4.01,8.47143e-07,0.0411
4.02,9.58571e-07,0.0386
4.03,8.92857e-07,0.04
4.04,8.72857e-07,0.0405
4.05,9.18571e-07,0.0394
4.06,8.92857e-07,0.04
4.07,8.75714e-07,0.0404
4.08,8.7e-07,0.0405
4.09,8.7e-07,0.0405
4.1,9.24286e-07,0.0393
4.11,8.7e-07,0.0405
4.12,9.54286e-07,0.0387
4.13,9.8e-07,0.0382
4.14,9.95714e-07,0.0379
4.15,9.57143e-07,0.0386
4.16,9.88571e-07,0.038
4.17,9.55714e-07,0.0387
4.18,1.02571e-06,0.0373
4.19,9.31429e-07,0.0392
4.2,8.95714e-07,0.0399
4.21,8.25714e-07,0.0416
4.22,9.12857e-07,0.0396
4.23,8.5e-07,0.041
4.24,7.9e-07,0.0425
4.25,8.6e-07,0.0408
4.26,7.57143e-07,0.0434
4.27,8.48571e-07,0.041
4.28,8e-07,0.0423
4.29,7.35714e-07,0.0441
4.3,8.18571e-07,0.0418
4.31,8.07143e-07,0.0421
4.32,7.74286e-07,0.043
4.33,8.37143e-07,0.0413
4.34,7.38571e-07,0.044
4.35,7.37143e-07,0.044
4.36,7.05714e-07,0.045
4.37,7.64286e-07,0.0432
4.38,8.4e-07,0.0412
4.39,8.28571e-07,0.0415
4.4,8.78571e-07,0.0403
4.41,9.14286e-07,0.0395
4.42,9.51429e-07,0.0387
4.43,9.31429e-07,0.0392
4.44,1.06429e-06,0.0366
4.45,9.84286e-07,0.0381
4.46,9.61429e-07,0.0385
4.47,8.77143e-07,0.0404
4.48,8.6e-07,0.0408
4.49,7.62857e-07,0.0433
4.5,7.47143e-07,0.0437
4.51,7.42857e-07,0.0439
4.52,6.97143e-07,0.0453
4.53,7.38571e-07,0.044
4.54,7.62857e-07,0.0433
4.55,7.21429e-07,0.0445
4.56,7.32857e-07,0.0442
4.57,7.38571e-07,0.044
4.58,7.81429e-07,0.0428
4.59,7.38571e-07,0.044
4.6,7.6e-07,0.0434
4.61,7.7e-07,0.0431
4.62,7.62857e-07,0.0433
4.63,7.75714e-07,0.0429
4.64,7.77143e-07,0.0429
4.65,7.9e-07,0.0425
4.66,8.01429e-07,0.0422
4.67,7.88571e-07,0.0426
4.68,7.47143e-07,0.0437
4.69,7.84286e-07,0.0427
4.7,7.52857e-07,0.0436
4.71,7.78571e-07,0.0428
4.72,7.67143e-07,0.0432
4.73,7.75714e-07,0.0429
4.74,7.12857e-07,0.0448
4.75,8.14286e-07,0.0419
4.76,7.24286e-07,0.0444
4.77,7.62857e-07,0.0433
4.78,6.9e-07,0.0455
4.79,6.72857e-07,0.0461
4.8,7.74286e-07,0.043
4.81,7.52857e-07,0.0436
4.82,7.52857e-07,0.0436
4.83,6.88571e-07,0.0455
4.84,7.07143e-07,0.0449
4.85,7.24286e-07,0.0444
4.86,6.48571e-07,0.0469
4.87,6.87143e-07,0.0456
4.88,7e-07,0.0452
4.89,6.88571e-07,0.0455
4.9,7.9e-07,0.0425
4.91,7.24286e-07,0.0444
4.92,7.08571e-07,0.0449
4.93,8.15714e-07,0.0418
4.94,8.24286e-07,0.0416
4.95,7.12857e-07,0.0448
4.96,7.6e-07,0.0434
4.97,8.22857e-07,0.0417
4.98,7.28571e-07,0.0443
4.99,7.87143e-07,0.0426
5,7.38571e-07,0.044
5.01,6.82857e-07,0.0457
5.02,6.72857e-07,0.0461
5.03,6.98571e-07,0.0452
5.04,7.64286e-07,0.0432
5.05,7.48571e-07,0.0437
5.06,7.8e-07,0.0428
5.07,8.64286e-07,0.0407
5.08,9.57143e-07,0.0386
5.09,1.13286e-06,0.0355
5.1,1.30857e-06,0.033
5.11,1.32143e-06,0.0329
5.12,1.27571e-06,0.0335
5.13,1.31286e-06,0.033
5.14,1.17571e-06,0.0349
5.15,1.13857e-06,0.0354
5.16,1.00571e-06,0.0377
5.17,9.97143e-07,0.0379
5.18,9.44286e-07,0.0389
5.19,9.41429e-07,0.039
5.2,8.34286e-07,0.0414
5.21,9.08571e-07,0.0397
5.22,8.91429e-07,0.04
5.23,8.54286e-07,0.0409
5.24,8.58571e-07,0.0408
5.25,8.71429e-07,0.0405
5.26,8.21429e-07,0.0417
5.27,8.81429e-07,0.0403
5.28,8.47143e-07,0.0411
5.29,8.31429e-07,0.0415
5.3,8.47143e-07,0.0411
5.31,8.61429e-07,0.0407
5.32,8.08571e-07,0.042
5.33,8.22857e-07,0.0417
5.34,7.81429e-07,0.0428
5.35,8.17143e-07,0.0418
5.36,8.61429e-07,0.0407
5.37,8.12857e-07,0.0419
5.38,8.7e-07,0.0405
5.39,8.51429e-07,0.041
5.4,8.44286e-07,0.0411
5.41,8.31429e-07,0.0415
5.42,8.41429e-07,0.0412
5.43,8.25714e-07,0.0416
5.44,8.02857e-07,0.0422
5.45,7.5e-07,0.0436
5.46,7.68571e-07,0.0431
5.47,7.75714e-07,0.0429
5.48,7.31429e-07,0.0442
5.49,7.31429e-07,0.0442
5.5,7.02857e-07,0.0451
5.51,6.24286e-07,0.0478
5.52,6.92857e-07,0.0454
5.53,7.01429e-07,0.0451
5.54,6.61429e-07,0.0465
5.55,6.8e-07,0.0458
5.56,8.15714e-07,0.0418
5.57,8.51429e-07,0.041
5.58,9.95714e-07,0.0379
5.59,1.24143e-06,0.0339
5.6,1.46714e-06,0.0312
5.61,1.56286e-06,0.0302
5.62,1.73143e-06,0.0287
5.63,1.67143e-06,0.0292
5.64,1.65e-06,0.0294
5.65,1.52571e-06,0.0306
5.66,1.26e-06,0.0337
5.67,1.14429e-06,0.0353
5.68,9.58571e-07,0.0386
5.69,8.97143e-07,0.0399
5.7,7.97143e-07,0.0423
5.71,7.87143e-07,0.0426
5.72,7.27143e-07,0.0443
5.73,7.08571e-07,0.0449
5.74,7.11429e-07,0.0448
5.75,6.92857e-07,0.0454
5.76,7.35714e-07,0.0441
5.77,7.4e-07,0.0439
5.78,7.02857e-07,0.0451
5.79,7.44286e-07,0.0438
5.8,6.94286e-07,0.0454
5.81,6.92857e-07,0.0454
5.82,7.52857e-07,0.0436
5.83,6.6e-07,0.0465
5.84,7.07143e-07,0.0449
5.85,7.61429e-07,0.0433
5.86,7.85714e-07,0.0426
5.87,8.27143e-07,0.0416
5.88,7.92857e-07,0.0424
5.89,8.25714e-07,0.0416
5.9,8.42857e-07,0.0412
5.91,8.44286e-07,0.0411
5.92,7.85714e-07,0.0426
5.93,7.74286e-07,0.043
5.94,7.02857e-07,0.0451
5.95,6.88571e-07,0.0455
5.96,6.35714e-07,0.0474
5.97,6.32857e-07,0.0475
5.98,5.42857e-07,0.0513
5.99,5.75714e-07,0.0498
6,5.1e-07,0.0529
6.01,4.72857e-07,0.055
6.02,5.07143e-07,0.0531
6.03,4.62857e-07,0.0556
6.04,5.37143e-07,0.0516
6.05,5.81429e-07,0.0496
6.06,6.18571e-07,0.0481
6.07,6.9e-07,0.0455
6.08,8.45714e-07,0.0411
6.09,9.74286e-07,0.0383
6.1,1.19143e-06,0.0346
6.11,1.24714e-06,0.0338
6.12,1.43286e-06,0.0316
6.13,1.45286e-06,0.0314
6.14,1.38e-06,0.0322
6.15,1.32e-06,0.0329
6.16,1.21e-06,0.0344
6.17,1.00143e-06,0.0378
6.18,9.34286e-07,0.0391
6.19,7.48571e-07,0.0437
6.2,6.14286e-07,0.0482
6.21,5.72857e-07,0.0499
6.22,4.88571e-07,0.0541
6.23,4.8e-07,0.0546
6.24,4.55714e-07,0.056
6.25,4.78571e-07,0.0546
6.26,4.64286e-07,0.0555
6.27,3.87143e-07,0.0607
6.28,4.35714e-07,0.0573
6.29,4.27143e-07,0.0578
6.3,4.37143e-07,0.0572
6.31,4.32857e-07,0.0574
6.32,4.31429e-07,0.0575
6.33,4.54286e-07,0.0561
6.34,4.6e-07,0.0557
6.35,4.41429e-07,0.0569
6.36,5.27143e-07,0.0521
6.37,5.37143e-07,0.0516
6.38,5.84286e-07,0.0494
6.39,6.27143e-07,0.0477
6.4,6.75714e-07,0.046
6.41,7.35714e-07,0.0441
6.42,7.22857e-07,0.0445
6.43,6.8e-07,0.0458
6.44,6.51429e-07,0.0468
6.45,5.52857e-07,0.0508
6.46,5.32857e-07,0.0518
6.47,4.98571e-07,0.0535
6.48,4.47143e-07,0.0565
6.49,4.28571e-07,0.0577
6.5,3.61429e-07,0.0629
6.51,3.87143e-07,0.0607
6.52,3.84286e-07,0.061
6.53,4.11429e-07,0.0589
6.54,3.62857e-07,0.0627
6.55,4e-07,0.0598
6.56,4.78571e-07,0.0546
6.57,5.12857e-07,0.0528
6.58,5.68571e-07,0.0501
6.59,6.12857e-07,0.0483
6.6,7.02857e-07,0.0451
6.61,7.34286e-07,0.0441
6.62,7.04286e-07,0.045
6.63,6.54286e-07,0.0467
6.64,5.98571e-07,0.0489
6.65,5.64286e-07,0.0503
6.66,4.95714e-07,0.0537
6.67,4.64286e-07,0.0555
6.68,4.15714e-07,0.0586
6.69,3.87143e-07,0.0607
6.7,3.81429e-07,0.0612
6.71,3.62857e-07,0.0627
6.72,3.28571e-07,0.0659
6.73,3.78571e-07,0.0614
6.74,2.91429e-07,0.07
6.75,2.78571e-07,0.0716
6.76,3.24286e-07,0.0664
6.77,2.71429e-07,0.0725
6.78,2.87143e-07,0.0705
6.79,2.82857e-07,0.0711
6.8,3.01429e-07,0.0688
6.81,2.71429e-07,0.0725
6.82,2.5e-07,0.0756
6.83,3.11429e-07,0.0677
6.84,2.67143e-07,0.0731
6.85,3.04286e-07,0.0685
6.86,2.94286e-07,0.0697
6.87,3.15714e-07,0.0673
6.88,3.35714e-07,0.0652
6.89,3.81429e-07,0.0612
6.9,3.9e-07,0.0605
6.91,4.2e-07,0.0583
6.92,4.15714e-07,0.0586
6.93,4.11429e-07,0.0589
6.94,4.02857e-07,0.0595
6.95,3.31429e-07,0.0657
6.96,3.24286e-07,0.0664
6.97,2.6e-07,0.0741
6.98,2e-07,0.0845
6.99,2.42857e-07,0.0767
7,2.14286e-07,0.0816
7.01,1.61429e-07,0.0941
7.02,1.54286e-07,0.0962
7.03,1.68571e-07,0.0921
7.04,1.78571e-07,0.0894
7.05,1.57143e-07,0.0953
7.06,2.21429e-07,0.0803
7.07,2.21429e-07,0.0803
7.08,2.81429e-07,0.0712
7.09,3.15714e-07,0.0673
7.1,3.41429e-07,0.0647
7.11,3.97143e-07,0.06
7.12,3.32857e-07,0.0655
7.13,3.71429e-07,0.062
7.14,3.72857e-07,0.0619
7.15,2.78571e-07,0.0716
7.16,2.87143e-07,0.0705
7.17,2.47143e-07,0.076
7.18,2.05714e-07,0.0833
7.19,1.68571e-07,0.0921
7.2,1.55714e-07,0.0958
7.21,1.42857e-07,0.1
7.22,1.1e-07,0.114
7.23,1.32857e-07,0.1037
7.24,1.28571e-07,0.1054
7.25,1.1e-07,0.114
7.26,1.17143e-07,0.1104
7.27,1.21429e-07,0.1085
7.28,1.04286e-07,0.117
7.29,1.31429e-07,0.1043
7.3,1.21429e-07,0.1085
7.31,1.27143e-07,0.106
7.32,1.2e-07,0.1091
7.33,1.3e-07,0.1048
7.34,1.31429e-07,0.1043
7.35,1.27143e-07,0.106
7.36,1.3e-07,0.1048
7.37,1.28571e-07,0.1054
7.38,1.27143e-07,0.106
7.39,1.28571e-07,0.1054
7.4,1.27143e-07,0.106
7.41,1.11429e-07,0.1132
7.42,9.42857e-08,0.1231
7.43,1.25714e-07,0.1066
7.44,1.28571e-07,0.1054
7.45,9.71429e-08,0.1213
7.46,9e-08,0.126
7.47,8.28571e-08,0.1313
7.48,8.57143e-08,0.1291
7.49,1.2e-07,0.1091
7.5,1.04286e-07,0.117
7.51,8.14286e-08,0.1325
7.52,9.42857e-08,0.1231
7.53,9.85714e-08,0.1204
7.54,7.28571e-08,0.14
7.55,1.18571e-07,0.1098
7.56,9.57143e-08,0.1222
7.57,1.25714e-07,0.1066
7.58,1.15714e-07,0.1111
7.59,8.57143e-08,0.1291
7.6,1.1e-07,0.114
7.61,1.21429e-07,0.1085
7.62,9.57143e-08,0.1222
7.63,9.57143e-08,0.1222
7.64,9.57143e-08,0.1222
7.65,1.11429e-07,0.1132
7.66,1.01429e-07,0.1187
7.67,8.71429e-08,0.128
7.68,8.71429e-08,0.128
7.69,7.57143e-08,0.1374
7.7,8.85714e-08,0.127
7.71,7.71429e-08,0.1361
7.72,8.85714e-08,0.127
7.73,8.14286e-08,0.1325
7.74,8.14286e-08,0.1325
7.75,1.02857e-07,0.1179
7.76,8e-08,0.1336
7.77,6.42857e-08,0.1491
7.78,7.85714e-08,0.1348
7.79,8.28571e-08,0.1313
7.8,6.57143e-08,0.1474
7.81,8.42857e-08,0.1302
7.82,7.71429e-08,0.1361
7.83,8.57143e-08,0.1291
7.84,8.42857e-08,0.1302
7.85,1.01429e-07,0.1187
7.86,9.71429e-08,0.1213
7.87,8.14286e-08,0.1325
7.88,6.71429e-08,0.1459
7.89,7e-08,0.1429
7.9,8.57143e-08,0.1291
7.91,7.71429e-08,0.1361
7.92,9.14286e-08,0.125
7.93,6.42857e-08,0.1491
7.94,8.28571e-08,0.1313
7.95,6.71429e-08,0.1459
7.96,5.71429e-08,0.1581
7.97,6.28571e-08,0.1508
7.98,5.71429e-08,0.1581
7.99,4.71429e-08,0.1741
8,7e-08,0.1429
8.01,6.85714e-08,0.1443
8.02,7.28571e-08,0.14
8.03,5.85714e-08,0.1562
8.04,6.42857e-08,0.1491
8.05,6.14286e-08,0.1525
8.06,6.71429e-08,0.1459
8.07,6.28571e-08,0.1508
8.08,7.85714e-08,0.1348
8.09,7.14286e-08,0.1414
8.1,7.28571e-08,0.14
8.11,7e-08,0.1429
8.12,7e-08,0.1429
8.13,6.42857e-08,0.1491
8.14,5.71429e-08,0.1581
8.15,5.71429e-08,0.1581
8.16,6.28571e-08,0.1508
8.17,6.28571e-08,0.1508
8.18,5.71429e-08,0.1581
8.19,5e-08,0.169
8.2,4.85714e-08,0.1715
8.21,5.71429e-08,0.1581
8.22,5e-08,0.169
8.23,3.57143e-08,0.2
8.24,4.57143e-08,0.1768
8.25,4.28571e-08,0.1826
8.26,4.28571e-08,0.1826
8.27,4.85714e-08,0.1715
8.28,4.85714e-08,0.1715
8.29,5.57143e-08,0.1601
8.3,4.85714e-08,0.1715
8.31,5.42857e-08,0.1622
8.32,5.85714e-08,0.1562
8.33,6.14286e-08,0.1525
8.34,5e-08,0.169
