Energy_MeV,F8_Response,Relative_Error
1.6800,1.76600000E-06,0.0337
1.6900,1.69800000E-06,0.0343
1.7000,1.84400000E-06,0.0329
1.7100,2.01400000E-06,0.0315
1.7200,1.89000000E-06,0.0325
1.7300,1.86800000E-06,0.0327
1.7400,1.78400000E-06,0.0335
1.7500,1.65000000E-06,0.0348
1.7600,1.65800000E-06,0.0347
1.7700,1.58400000E-06,0.0355
1.7800,1.88800000E-06,0.0325
1.7900,1.89800000E-06,0.0325
1.8000,2.14400000E-06,0.0305
1.8100,2.11200000E-06,0.0308
1.8200,2.14000000E-06,0.0306
1.8300,2.00800000E-06,0.0316
1.8400,1.80800000E-06,0.0333
1.8500,1.52200000E-06,0.0362
1.8600,1.43800000E-06,0.0373
1.8700,1.54600000E-06,0.036
1.8800,1.56000000E-06,0.0358
1.8900,1.50000000E-06,0.0365
1.9000,1.53800000E-06,0.0361
1.9100,1.66800000E-06,0.0346
1.9200,1.67000000E-06,0.0346
1.9300,1.61600000E-06,0.0352
1.9400,1.56200000E-06,0.0358
1.9500,1.60000000E-06,0.0354
1.9600,1.57800000E-06,0.0356
1.9700,1.64000000E-06,0.0349
1.9800,1.49600000E-06,0.0366
1.9900,1.50400000E-06,0.0365
2.0000,1.54000000E-06,0.036
2.0100,1.49000000E-06,0.0366
2.0200,1.47200000E-06,0.0369
2.0300,1.49200000E-06,0.0366
2.0400,1.42200000E-06,0.0375
2.0500,1.45600000E-06,0.0371
2.0600,1.31200000E-06,0.039
2.0700,1.34400000E-06,0.0386
2.0800,1.38800000E-06,0.038
2.0900,1.29600000E-06,0.0393
2.1000,1.37400000E-06,0.0382
2.1100,1.33000000E-06,0.0388
2.1200,1.27000000E-06,0.0397
2.1300,1.29400000E-06,0.0393
2.1400,1.28000000E-06,0.0395
2.1500,1.47000000E-06,0.0369
2.1600,1.26200000E-06,0.0398
2.1700,1.50600000E-06,0.0364
2.1800,1.60800000E-06,0.0353
2.1900,1.81400000E-06,0.0332
2.2000,2.07600000E-06,0.031
2.2100,2.37400000E-06,0.029
2.2200,2.33600000E-06,0.0293
2.2300,2.17200000E-06,0.0303
2.2400,1.92000000E-06,0.0323
2.2500,1.71600000E-06,0.0341
2.2600,1.50400000E-06,0.0365
2.2700,1.46000000E-06,0.037
2.2800,1.54400000E-06,0.036
2.2900,1.66800000E-06,0.0346
2.3000,1.49200000E-06,0.0366
2.3100,1.44400000E-06,0.0372
2.3200,1.40000000E-06,0.0378
2.3300,1.28200000E-06,0.0395
2.3400,1.28600000E-06,0.0394
2.3500,1.24000000E-06,0.0402
2.3600,1.22600000E-06,0.0404
2.3700,1.24800000E-06,0.04
2.3800,1.27200000E-06,0.0397
2.3900,1.16600000E-06,0.0414
2.4000,1.22200000E-06,0.0405
2.4100,1.21200000E-06,0.0406
2.4200,1.28000000E-06,0.0395
2.4300,1.20200000E-06,0.0408
2.4400,1.17000000E-06,0.0413
2.4500,1.22800000E-06,0.0404
2.4600,1.21800000E-06,0.0405
2.4700,1.38400000E-06,0.038
2.4800,1.40800000E-06,0.0377
2.4900,1.30000000E-06,0.0392
2.5000,1.43200000E-06,0.0374
2.5100,1.38400000E-06,0.038
2.5200,1.32600000E-06,0.0388
2.5300,1.19200000E-06,0.041
2.5400,1.28800000E-06,0.0394
2.5500,1.14800000E-06,0.0417
2.5600,1.20600000E-06,0.0407
2.5700,1.07600000E-06,0.0431
2.5800,1.12200000E-06,0.0422
2.5900,1.14000000E-06,0.0419
2.6000,1.10000000E-06,0.0426
2.6100,1.14400000E-06,0.0418
2.6200,1.18400000E-06,0.0411
2.6300,1.16200000E-06,0.0415
2.6400,1.17800000E-06,0.0412
2.6500,1.28400000E-06,0.0395
2.6600,1.25000000E-06,0.04
2.6700,1.28000000E-06,0.0395
2.6800,1.45000000E-06,0.0371
2.6900,1.42200000E-06,0.0375
2.7000,1.49000000E-06,0.0366
2.7100,1.58200000E-06,0.0356
2.7200,1.68200000E-06,0.0345
2.7300,1.75800000E-06,0.0337
2.7400,1.87000000E-06,0.0327
2.7500,1.69200000E-06,0.0344
2.7600,1.63200000E-06,0.035
2.7700,1.55000000E-06,0.0359
2.7800,1.54800000E-06,0.0359
2.7900,1.45800000E-06,0.037
2.8000,1.41800000E-06,0.0376
2.8100,1.49200000E-06,0.0366
2.8200,1.48800000E-06,0.0367
2.8300,1.35200000E-06,0.0385
2.8400,1.49400000E-06,0.0366
2.8500,1.40400000E-06,0.0377
2.8600,1.37800000E-06,0.0381
2.8700,1.27800000E-06,0.0396
2.8800,1.25800000E-06,0.0399
2.8900,1.15000000E-06,0.0417
2.9000,1.19600000E-06,0.0409
2.9100,1.29800000E-06,0.0393
2.9200,1.25600000E-06,0.0399
2.9300,1.34200000E-06,0.0386
2.9400,1.27600000E-06,0.0396
2.9500,1.17000000E-06,0.0413
2.9600,1.34000000E-06,0.0386
2.9700,1.25600000E-06,0.0399
2.9800,1.29600000E-06,0.0393
2.9900,1.40600000E-06,0.0377
3.0000,1.48000000E-06,0.0368
3.0100,1.43600000E-06,0.0373
3.0200,1.38800000E-06,0.038
3.0300,1.28800000E-06,0.0394
3.0400,1.15200000E-06,0.0417
3.0500,1.19200000E-06,0.041
3.0600,1.21000000E-06,0.0407
3.0700,1.15400000E-06,0.0416
3.0800,1.15600000E-06,0.0416
3.0900,1.17200000E-06,0.0413
3.1000,1.15800000E-06,0.0416
3.1100,1.11800000E-06,0.0423
3.1200,1.32800000E-06,0.0388
3.1300,1.20000000E-06,0.0408
3.1400,1.24400000E-06,0.0401
3.1500,1.24600000E-06,0.0401
3.1600,1.44400000E-06,0.0372
3.1700,1.40600000E-06,0.0377
3.1800,1.53600000E-06,0.0361
3.1900,1.62200000E-06,0.0351
3.2000,1.60000000E-06,0.0354
3.2100,1.67800000E-06,0.0345
3.2200,1.70200000E-06,0.0343
3.2300,1.64800000E-06,0.0348
3.2400,1.71600000E-06,0.0341
3.2500,1.65800000E-06,0.0347
3.2600,1.42800000E-06,0.0374
3.2700,1.29000000E-06,0.0394
3.2800,1.28200000E-06,0.0395
3.2900,1.16600000E-06,0.0414
3.3000,1.12200000E-06,0.0422
3.3100,1.17600000E-06,0.0412
3.3200,1.20200000E-06,0.0408
3.3300,1.16200000E-06,0.0415
3.3400,1.19000000E-06,0.041
3.3500,1.26400000E-06,0.0398
3.3600,1.33800000E-06,0.0387
3.3700,1.24400000E-06,0.0401
3.3800,1.43400000E-06,0.0373
3.3900,1.32800000E-06,0.0388
3.4000,1.33800000E-06,0.0387
3.4100,1.39400000E-06,0.0379
3.4200,1.47400000E-06,0.0368
3.4300,1.42800000E-06,0.0374
3.4400,1.35200000E-06,0.0385
3.4500,1.34800000E-06,0.0385
3.4600,1.24600000E-06,0.0401
3.4700,1.13000000E-06,0.0421
3.4800,1.08000000E-06,0.043
3.4900,1.07000000E-06,0.0432
3.5000,1.03200000E-06,0.044
3.5100,1.01600000E-06,0.0444
3.5200,1.02600000E-06,0.0442
3.5300,8.84000000E-07,0.0476
3.5400,9.84000000E-07,0.0451
3.5500,9.88000000E-07,0.045
3.5600,9.18000000E-07,0.0467
3.5700,9.14000000E-07,0.0468
3.5800,9.94000000E-07,0.0449
3.5900,8.98000000E-07,0.0472
3.6000,9.78000000E-07,0.0452
3.6100,9.36000000E-07,0.0462
3.6200,9.04000000E-07,0.047
3.6300,9.94000000E-07,0.0449
3.6400,1.05600000E-06,0.0435
3.6500,1.09400000E-06,0.0428
3.6600,1.10200000E-06,0.0426
3.6700,1.27200000E-06,0.0397
3.6800,1.33000000E-06,0.0388
3.6900,1.39600000E-06,0.0379
3.7000,1.43800000E-06,0.0373
3.7100,1.36800000E-06,0.0382
3.7200,1.47400000E-06,0.0368
3.7300,1.44400000E-06,0.0372
3.7400,1.44400000E-06,0.0372
3.7500,1.47200000E-06,0.0369
3.7600,1.44400000E-06,0.0372
3.7700,1.38200000E-06,0.038
3.7800,1.17000000E-06,0.0413
3.7900,1.01000000E-06,0.0445
3.8000,8.70000000E-07,0.0479
3.8100,7.14000000E-07,0.0529
3.8200,7.52000000E-07,0.0516
3.8300,7.86000000E-07,0.0504
3.8400,8.46000000E-07,0.0486
3.8500,8.64000000E-07,0.0481
3.8600,8.98000000E-07,0.0472
3.8700,8.96000000E-07,0.0472
3.8800,9.22000000E-07,0.0466
3.8900,9.56000000E-07,0.0457
3.9000,9.92000000E-07,0.0449
3.9100,1.06400000E-06,0.0434
3.9200,1.02000000E-06,0.0443
3.9300,1.11600000E-06,0.0423
3.9400,1.04200000E-06,0.0438
3.9500,8.60000000E-07,0.0482
3.9600,8.68000000E-07,0.048
3.9700,7.54000000E-07,0.0515
3.9800,6.88000000E-07,0.0539
3.9900,6.68000000E-07,0.0547
4.0000,5.78000000E-07,0.0588
4.0100,4.96000000E-07,0.0635
4.0200,5.66000000E-07,0.0594
4.0300,5.30000000E-07,0.0614
4.0400,5.04000000E-07,0.063
4.0500,5.62000000E-07,0.0597
4.0600,6.28000000E-07,0.0564
4.0700,5.52000000E-07,0.0602
4.0800,5.18000000E-07,0.0621
4.0900,5.58000000E-07,0.0599
4.1000,5.74000000E-07,0.059
4.1100,6.10000000E-07,0.0573
4.1200,6.04000000E-07,0.0575
4.1300,5.60000000E-07,0.0598
4.1400,5.68000000E-07,0.0593
4.1500,5.36000000E-07,0.0611
4.1600,6.08000000E-07,0.0574
4.1700,5.50000000E-07,0.0603
4.1800,5.72000000E-07,0.0591
4.1900,5.98000000E-07,0.0578
4.2000,5.40000000E-07,0.0609
4.2100,4.90000000E-07,0.0639
4.2200,5.70000000E-07,0.0592
4.2300,5.46000000E-07,0.0605
4.2400,4.94000000E-07,0.0636
4.2500,5.54000000E-07,0.0601
4.2600,4.64000000E-07,0.0657
4.2700,4.80000000E-07,0.0645
4.2800,4.90000000E-07,0.0639
4.2900,4.60000000E-07,0.0659
4.3000,4.26000000E-07,0.0685
4.3100,5.20000000E-07,0.062
4.3200,4.72000000E-07,0.0651
4.3300,5.02000000E-07,0.0631
4.3400,4.58000000E-07,0.0661
4.3500,4.94000000E-07,0.0636
4.3600,4.84000000E-07,0.0643
4.3700,4.58000000E-07,0.0661
4.3800,5.38000000E-07,0.061
4.3900,5.24000000E-07,0.0618
4.4000,5.54000000E-07,0.0601
4.4100,5.74000000E-07,0.059
4.4200,5.70000000E-07,0.0592
4.4300,6.22000000E-07,0.0567
4.4400,6.18000000E-07,0.0569
4.4500,6.00000000E-07,0.0577
4.4600,6.26000000E-07,0.0565
4.4700,5.34000000E-07,0.0612
4.4800,5.68000000E-07,0.0593
4.4900,5.42000000E-07,0.0607
4.5000,4.28000000E-07,0.0684
4.5100,4.46000000E-07,0.067
4.5200,4.46000000E-07,0.067
4.5300,4.64000000E-07,0.0657
4.5400,4.60000000E-07,0.0659
4.5500,4.44000000E-07,0.0671
4.5600,4.50000000E-07,0.0667
4.5700,4.78000000E-07,0.0647
4.5800,4.02000000E-07,0.0705
4.5900,4.96000000E-07,0.0635
4.6000,4.16000000E-07,0.0693
4.6100,4.28000000E-07,0.0684
4.6200,4.66000000E-07,0.0655
4.6300,4.44000000E-07,0.0671
4.6400,4.94000000E-07,0.0636
4.6500,5.06000000E-07,0.0629
4.6600,4.52000000E-07,0.0665
4.6700,4.78000000E-07,0.0647
4.6800,4.52000000E-07,0.0665
4.6900,4.70000000E-07,0.0652
4.7000,4.40000000E-07,0.0674
4.7100,5.08000000E-07,0.0627
4.7200,4.76000000E-07,0.0648
4.7300,4.24000000E-07,0.0687
4.7400,4.64000000E-07,0.0657
4.7500,5.08000000E-07,0.0627
4.7600,4.38000000E-07,0.0676
4.7700,4.58000000E-07,0.0661
4.7800,4.56000000E-07,0.0662
4.7900,4.16000000E-07,0.0693
4.8000,4.32000000E-07,0.068
4.8100,4.02000000E-07,0.0705
4.8200,4.30000000E-07,0.0682
4.8300,4.36000000E-07,0.0677
4.8400,4.26000000E-07,0.0685
4.8500,4.48000000E-07,0.0668
4.8600,4.28000000E-07,0.0684
4.8700,4.20000000E-07,0.069
4.8800,4.26000000E-07,0.0685
4.8900,4.60000000E-07,0.0659
4.9000,4.64000000E-07,0.0657
4.9100,5.12000000E-07,0.0625
4.9200,4.44000000E-07,0.0671
4.9300,4.52000000E-07,0.0665
4.9400,5.36000000E-07,0.0611
4.9500,4.14000000E-07,0.0695
4.9600,5.04000000E-07,0.063
4.9700,5.16000000E-07,0.0623
4.9800,4.14000000E-07,0.0695
4.9900,4.64000000E-07,0.0657
5.0000,4.94000000E-07,0.0636
5.0100,5.22000000E-07,0.0619
5.0200,4.16000000E-07,0.0693
5.0300,4.46000000E-07,0.067
5.0400,4.64000000E-07,0.0657
5.0500,4.50000000E-07,0.0667
5.0600,5.18000000E-07,0.0621
5.0700,5.76000000E-07,0.0589
5.0800,6.30000000E-07,0.0563
5.0900,6.92000000E-07,0.0538
5.1000,8.16000000E-07,0.0495
5.1100,8.48000000E-07,0.0486
5.1200,7.88000000E-07,0.0504
5.1300,8.04000000E-07,0.0499
5.1400,6.82000000E-07,0.0542
5.1500,7.60000000E-07,0.0513
5.1600,6.44000000E-07,0.0557
5.1700,5.96000000E-07,0.0579
5.1800,5.74000000E-07,0.059
5.1900,5.78000000E-07,0.0588
5.2000,5.38000000E-07,0.061
5.2100,5.24000000E-07,0.0618
5.2200,5.22000000E-07,0.0619
5.2300,5.54000000E-07,0.0601
5.2400,5.46000000E-07,0.0605
5.2500,5.76000000E-07,0.0589
5.2600,5.76000000E-07,0.0589
5.2700,5.36000000E-07,0.0611
5.2800,5.68000000E-07,0.0593
5.2900,5.78000000E-07,0.0588
5.3000,4.88000000E-07,0.064
5.3100,5.32000000E-07,0.0613
5.3200,4.80000000E-07,0.0645
5.3300,5.46000000E-07,0.0605
5.3400,5.14000000E-07,0.0624
5.3500,5.10000000E-07,0.0626
5.3600,5.60000000E-07,0.0598
5.3700,4.64000000E-07,0.0657
5.3800,4.92000000E-07,0.0638
5.3900,5.62000000E-07,0.0597
5.4000,4.74000000E-07,0.065
5.4100,5.18000000E-07,0.0621
5.4200,4.88000000E-07,0.064
5.4300,5.32000000E-07,0.0613
5.4400,4.82000000E-07,0.0644
5.4500,4.50000000E-07,0.0667
5.4600,4.92000000E-07,0.0638
5.4700,4.36000000E-07,0.0677
5.4800,4.52000000E-07,0.0665
5.4900,4.52000000E-07,0.0665
5.5000,3.96000000E-07,0.0711
5.5100,4.26000000E-07,0.0685
5.5200,4.00000000E-07,0.0707
5.5300,4.28000000E-07,0.0684
5.5400,4.36000000E-07,0.0677
5.5500,4.94000000E-07,0.0636
5.5600,5.10000000E-07,0.0626
5.5700,5.66000000E-07,0.0594
5.5800,6.48000000E-07,0.0556
5.5900,8.48000000E-07,0.0486
5.6000,9.56000000E-07,0.0457
5.6100,9.60000000E-07,0.0456
5.6200,1.05800000E-06,0.0435
5.6300,9.90000000E-07,0.0449
5.6400,1.05800000E-06,0.0435
5.6500,9.76000000E-07,0.0453
5.6600,7.58000000E-07,0.0514
5.6700,7.06000000E-07,0.0532
5.6800,6.10000000E-07,0.0573
5.6900,5.40000000E-07,0.0609
5.7000,5.28000000E-07,0.0615
5.7100,4.56000000E-07,0.0662
5.7200,4.76000000E-07,0.0648
5.7300,4.66000000E-07,0.0655
5.7400,4.66000000E-07,0.0655
5.7500,4.38000000E-07,0.0676
5.7600,4.96000000E-07,0.0635
5.7700,4.38000000E-07,0.0676
5.7800,4.32000000E-07,0.068
5.7900,4.72000000E-07,0.0651
5.8000,4.70000000E-07,0.0652
5.8100,4.38000000E-07,0.0676
5.8200,4.70000000E-07,0.0652
5.8300,4.48000000E-07,0.0668
5.8400,4.30000000E-07,0.0682
5.8500,4.66000000E-07,0.0655
5.8600,4.18000000E-07,0.0692
5.8700,5.02000000E-07,0.0631
5.8800,5.42000000E-07,0.0607
5.8900,5.32000000E-07,0.0613
5.9000,4.82000000E-07,0.0644
5.9100,5.64000000E-07,0.0595
5.9200,5.06000000E-07,0.0629
5.9300,5.54000000E-07,0.0601
5.9400,4.16000000E-07,0.0693
5.9500,3.88000000E-07,0.0718
5.9600,3.38000000E-07,0.0769
5.9700,4.02000000E-07,0.0705
5.9800,3.60000000E-07,0.0745
5.9900,3.52000000E-07,0.0754
6.0000,3.16000000E-07,0.0796
6.0100,3.64000000E-07,0.0741
6.0200,3.30000000E-07,0.0778
6.0300,3.22000000E-07,0.0788
6.0400,3.18000000E-07,0.0793
6.0500,3.44000000E-07,0.0762
6.0600,3.82000000E-07,0.0724
6.0700,4.78000000E-07,0.0647
6.0800,6.20000000E-07,0.0568
