Energy_MeV,F8_Response,Relative_Error
6.0900,1.00714000E-06,0.0377
6.1000,1.14143000E-06,0.0354
6.1100,1.25286000E-06,0.0338
6.1200,1.41286000E-06,0.0318
6.1300,1.40000000E-06,0.0319
6.1400,1.36857000E-06,0.0323
6.1500,1.31286000E-06,0.033
6.1600,1.13286000E-06,0.0355
6.1700,9.57143000E-07,0.0386
