Energy_MeV,F8 脉冲高度响应,Relative_Error
8.3,4.14286e-08,0.1857
8.31,3.42857e-08,0.2041
8.32,5.14286e-08,0.1667
8.33,6.57143e-08,0.1474
8.34,5.42857e-08,0.1622
8.35,6.42857e-08,0.1491
8.36,7.57143e-08,0.1374
8.37,6.28571e-08,0.1508
8.38,6.57143e-08,0.1474
8.39,4.42857e-08,0.1796
8.4,6.85714e-08,0.1443
8.41,5.57143e-08,0.1601
8.42,5.14286e-08,0.1667
8.43,5.57143e-08,0.1601
8.44,5.42857e-08,0.1622
8.45,6e-08,0.1543
8.46,3.85714e-08,0.1925
8.47,4.28571e-08,0.1826
8.48,2.71429e-08,0.2294
8.49,4.14286e-08,0.1857
8.5,4.14286e-08,0.1857
8.51,4e-08,0.189
8.52,4.14286e-08,0.1857
8.53,4.57143e-08,0.1768
8.54,4.71429e-08,0.1741
8.55,5.85714e-08,0.1562
8.56,4.14286e-08,0.1857
8.57,3.28571e-08,0.2085
8.58,4.42857e-08,0.1796
8.59,3.57143e-08,0.2
8.6,4.28571e-08,0.1826
8.61,4.42857e-08,0.1796
8.62,3.85714e-08,0.1925
8.63,3.28571e-08,0.2085
8.64,3.57143e-08,0.2
8.65,3e-08,0.2182
8.66,3.14286e-08,0.2132
8.67,2.71429e-08,0.2294
8.68,2.57143e-08,0.2357
8.69,2.28571e-08,0.25
8.7,3e-08,0.2182
8.71,3.57143e-08,0.2
8.72,4.28571e-08,0.1826
8.73,4.28571e-08,0.1826
8.74,5.42857e-08,0.1622
8.75,2.57143e-08,0.2357
8.76,3.42857e-08,0.2041
8.77,2.14286e-08,0.2582
8.78,3.42857e-08,0.2041
8.79,3.28571e-08,0.2085
8.8,4.85714e-08,0.1715
8.81,3e-08,0.2182
8.82,4.14286e-08,0.1857
8.83,3.42857e-08,0.2041
8.84,4.42857e-08,0.1796
8.85,5.28571e-08,0.1644
8.86,4e-08,0.189
8.87,3.57143e-08,0.2
8.88,2.85714e-08,0.2236
8.89,3.71429e-08,0.1961
8.9,3.42857e-08,0.2041
8.91,3.57143e-08,0.2
8.92,4.71429e-08,0.1741
8.93,4.42857e-08,0.1796
8.94,2.71429e-08,0.2294
8.95,5.85714e-08,0.1562
8.96,3.42857e-08,0.2041
8.97,3.57143e-08,0.2
8.98,2.71429e-08,0.2294
8.99,2.57143e-08,0.2357
9,2.28571e-08,0.25
9.01,2.28571e-08,0.25
9.02,2.57143e-08,0.2357
9.03,4.42857e-08,0.1796
9.04,1.85714e-08,0.2774
9.05,3.28571e-08,0.2085
9.06,3.42857e-08,0.2041
9.07,3.85714e-08,0.1925
9.08,2.85714e-08,0.2236
9.09,2.42857e-08,0.2425
9.1,1.85714e-08,0.2774
9.11,2.57143e-08,0.2357
9.12,4e-08,0.189
9.13,2.85714e-08,0.2236
9.14,1.85714e-08,0.2774
9.15,3.28571e-08,0.2085
9.16,3.42857e-08,0.2041
9.17,3.42857e-08,0.2041
9.18,2.28571e-08,0.25
9.19,2.71429e-08,0.2294
9.2,2.57143e-08,0.2357
9.21,2.71429e-08,0.2294
9.22,2.28571e-08,0.25
9.23,2.85714e-08,0.2236
9.24,2.85714e-08,0.2236
9.25,4.28571e-08,0.1826
9.26,2.57143e-08,0.2357
9.27,2.42857e-08,0.2425
9.28,3e-08,0.2182
9.29,2.28571e-08,0.25
9.3,3e-08,0.2182
9.31,2e-08,0.2673
9.32,1.42857e-08,0.3162
9.33,1.71429e-08,0.2887
9.34,2.28571e-08,0.25
9.35,2.71429e-08,0.2294
9.36,2.57143e-08,0.2357
9.37,2.85714e-08,0.2236
9.38,2e-08,0.2673
9.39,2.85714e-08,0.2236
9.4,3.14286e-08,0.2132
9.41,4e-08,0.189
9.42,3.14286e-08,0.2132
9.43,2.42857e-08,0.2425
9.44,3.14286e-08,0.2132
9.45,3.42857e-08,0.2041
9.46,2.71429e-08,0.2294
9.47,4e-08,0.189
9.48,3.14286e-08,0.2132
9.49,2.14286e-08,0.2582
9.5,3.14286e-08,0.2132
9.51,2.28571e-08,0.25
9.52,3.14286e-08,0.2132
9.53,2.85714e-08,0.2236
9.54,2.57143e-08,0.2357
9.55,3.85714e-08,0.1925
9.56,3.42857e-08,0.2041
9.57,2.71429e-08,0.2294
9.58,2.71429e-08,0.2294
9.59,2.28571e-08,0.25
9.6,2e-08,0.2673
9.61,2.42857e-08,0.2425
9.62,1.71429e-08,0.2887
9.63,2.71429e-08,0.2294
9.64,2.57143e-08,0.2357
9.65,2.42857e-08,0.2425
9.66,3e-08,0.2182
9.67,2.57143e-08,0.2357
9.68,4e-08,0.189
9.69,2.42857e-08,0.2425
9.7,3.14286e-08,0.2132
9.71,3.28571e-08,0.2085
9.72,3e-08,0.2182
9.73,3.42857e-08,0.2041
9.74,2e-08,0.2673
9.75,2.85714e-08,0.2236
9.76,2.85714e-08,0.2236
9.77,2.71429e-08,0.2294
9.78,2e-08,0.2673
9.79,2.14286e-08,0.2582
9.8,2e-08,0.2673
9.81,2.71429e-08,0.2294
9.82,4.28571e-08,0.1826
9.83,2.42857e-08,0.2425
9.84,2.85714e-08,0.2236
9.85,2.28571e-08,0.25
9.86,3.14286e-08,0.2132
9.87,2.71429e-08,0.2294
9.88,2.28571e-08,0.25
9.89,2.71429e-08,0.2294
9.9,2.14286e-08,0.2582
9.91,2.14286e-08,0.2582
9.92,1.85714e-08,0.2774
9.93,2.85714e-08,0.2236
9.94,2e-08,0.2673
9.95,3.28571e-08,0.2085
9.96,1.85714e-08,0.2774
9.97,3.85714e-08,0.1925
9.98,1.57143e-08,0.3015
9.99,2.71429e-08,0.2294
10,1.42857e-08,0.3162
10.01,3.14286e-08,0.2132
10.02,1.85714e-08,0.2774
10.03,1.71429e-08,0.2887
10.04,1.85714e-08,0.2774
10.05,2.85714e-08,0.2236
10.06,2.28571e-08,0.25
10.07,2.42857e-08,0.2425
10.08,2.57143e-08,0.2357
10.09,2.42857e-08,0.2425
10.1,1.71429e-08,0.2887
10.11,1.42857e-08,0.3162
10.12,2.28571e-08,0.25
10.13,3e-08,0.2182
10.14,2.28571e-08,0.25
10.15,2.42857e-08,0.2425
10.16,1.28571e-08,0.3333
10.17,2e-08,0.2673
10.18,1.85714e-08,0.2774
10.19,2.57143e-08,0.2357
10.2,2.14286e-08,0.2582
10.21,2e-08,0.2673
10.22,3.14286e-08,0.2132
10.23,1.71429e-08,0.2887
10.24,2.42857e-08,0.2425
10.25,1.57143e-08,0.3015
10.26,2.28571e-08,0.25
10.27,1.85714e-08,0.2774
10.28,1.85714e-08,0.2774
10.29,2e-08,0.2673
10.3,1.85714e-08,0.2774
10.31,2.42857e-08,0.2425
10.32,2e-08,0.2673
10.33,2.14286e-08,0.2582
10.34,1.71429e-08,0.2887
10.35,1.57143e-08,0.3015
10.36,2.28571e-08,0.25
10.37,1.85714e-08,0.2774
10.38,2.14286e-08,0.2582
10.39,1.85714e-08,0.2774
10.4,2.42857e-08,0.2425
10.41,2.14286e-08,0.2582
10.42,1.57143e-08,0.3015
10.43,2.28571e-08,0.25
10.44,1.71429e-08,0.2887
10.45,2e-08,0.2673
10.46,2e-08,0.2673
10.47,2e-08,0.2673
10.48,2.71429e-08,0.2294
10.49,2e-08,0.2673
10.5,2.14286e-08,0.2582
10.51,1.57143e-08,0.3015
10.52,2.28571e-08,0.25
10.53,1.85714e-08,0.2774
10.54,2.14286e-08,0.2582
10.55,2.14286e-08,0.2582
10.56,1e-08,0.378
10.57,1.57143e-08,0.3015
10.58,3.14286e-08,0.2132
10.59,1.14286e-08,0.3536
10.6,1.85714e-08,0.2774
10.61,2.28571e-08,0.25
10.62,2.57143e-08,0.2357
10.63,1.71429e-08,0.2887
10.64,1.42857e-08,0.3162
10.65,1.28571e-08,0.3333
10.66,2e-08,0.2673
10.67,2.57143e-08,0.2357
10.68,8.57143e-09,0.4082
10.69,7.14286e-09,0.4472
10.7,2e-08,0.2673
10.71,7.14286e-09,0.4472
10.72,1.57143e-08,0.3015
10.73,1.85714e-08,0.2774
10.74,2.57143e-08,0.2357
10.75,2.42857e-08,0.2425
10.76,1e-08,0.378
10.77,2.28571e-08,0.25
10.78,1.14286e-08,0.3536
10.79,1e-08,0.378
10.8,4.28571e-09,0.5774
10.81,2e-08,0.2673
10.82,1.85714e-08,0.2774
10.83,2.57143e-08,0.2357
10.84,1.57143e-08,0.3015
10.85,1.42857e-08,0.3162
10.86,1.57143e-08,0.3015
10.87,1.14286e-08,0.3536
10.88,8.57143e-09,0.4082
10.89,1.57143e-08,0.3015
10.9,1.42857e-08,0.3162
10.91,1.14286e-08,0.3536
10.92,2.28571e-08,0.25
10.93,1.14286e-08,0.3536
10.94,7.14286e-09,0.4472
10.95,1.71429e-08,0.2887
10.96,2e-08,0.2673
10.97,1.28571e-08,0.3333
10.98,1.14286e-08,0.3536
10.99,1e-08,0.378
11,8.57143e-09,0.4082
11.01,1.85714e-08,0.2774
11.02,8.57143e-09,0.4082
11.03,1.28571e-08,0.3333
11.04,1e-08,0.378
11.05,1.57143e-08,0.3015
11.06,5.71429e-09,0.5
11.07,1.57143e-08,0.3015
11.08,1e-08,0.378
11.09,1.14286e-08,0.3536
11.1,1.42857e-08,0.3162
11.11,1e-08,0.378
11.12,8.57143e-09,0.4082
11.13,1e-08,0.378
11.14,1.28571e-08,0.3333
11.15,8.57143e-09,0.4082
11.16,7.14286e-09,0.4472
11.17,1.42857e-08,0.3162
11.18,8.57143e-09,0.4082
11.19,4.28571e-09,0.5774
11.2,8.57143e-09,0.4082
11.21,1.14286e-08,0.3536
11.22,8.57143e-09,0.4082
11.23,1.14286e-08,0.3536
11.24,1.14286e-08,0.3536
11.25,1.14286e-08,0.3536
11.26,8.57143e-09,0.4082
11.27,5.71429e-09,0.5
11.28,1.14286e-08,0.3536
11.29,1.14286e-08,0.3536
11.3,1.85714e-08,0.2774
11.31,4.28571e-09,0.5774
11.32,1.42857e-08,0.3162
11.33,8.57143e-09,0.4082
11.34,1.14286e-08,0.3536
11.35,1e-08,0.378
11.36,1.28571e-08,0.3333
11.37,1.42857e-08,0.3162
11.38,1e-08,0.378
11.39,7.14286e-09,0.4472
11.4,4.28571e-09,0.5774
11.41,2.85714e-09,0.7071
11.42,7.14286e-09,0.4472
11.43,7.14286e-09,0.4472
11.44,8.57143e-09,0.4082
11.45,8.57143e-09,0.4082
11.46,7.14286e-09,0.4472
11.47,8.57143e-09,0.4082
11.48,8.57143e-09,0.4082
11.49,4.28571e-09,0.5774
11.5,5.71429e-09,0.5
11.51,5.71429e-09,0.5
11.52,7.14286e-09,0.4472
11.53,1.14286e-08,0.3536
11.54,7.14286e-09,0.4472
11.55,5.71429e-09,0.5
11.56,7.14286e-09,0.4472
11.57,2.85714e-09,0.7071
11.58,2.85714e-09,0.7071
11.59,7.14286e-09,0.4472
11.6,8.57143e-09,0.4082
11.61,5.71429e-09,0.5
11.62,2.85714e-09,0.7071
11.63,7.14286e-09,0.4472
11.64,1.42857e-09,1
11.65,8.57143e-09,0.4082
11.66,8.57143e-09,0.4082
11.67,0,0
11.68,5.71429e-09,0.5
11.69,8.57143e-09,0.4082
11.7,5.71429e-09,0.5
11.71,5.71429e-09,0.5
11.72,4.28571e-09,0.5774
11.73,1.42857e-09,1
11.74,5.71429e-09,0.5
11.75,1.42857e-09,1
11.76,2.85714e-09,0.7071
11.77,2.85714e-09,0.7071
11.78,5.71429e-09,0.5
11.79,4.28571e-09,0.5774
11.8,2.85714e-09,0.7071
11.81,7.14286e-09,0.4472
11.82,7.14286e-09,0.4472
11.83,0,0
11.84,1.42857e-09,1
11.85,2.85714e-09,0.7071
11.86,4.28571e-09,0.5774
11.87,4.28571e-09,0.5774
11.88,5.71429e-09,0.5
11.89,4.28571e-09,0.5774
11.9,0,0
11.91,2.85714e-09,0.7071
11.92,2.85714e-09,0.7071
11.93,1.42857e-09,1
11.94,2.85714e-09,0.7071
11.95,0,0
11.96,2.85714e-09,0.7071
11.97,4.28571e-09,0.5774
11.98,0,0
11.99,0,0
12,2.85714e-09,0.7071
12.01,2.85714e-09,0.7071
12.02,2.85714e-09,0.7071
12.03,2.85714e-09,0.7071
12.04,2.85714e-09,0.7071
12.05,1.42857e-09,1
12.06,5.71429e-09,0.5
12.07,4.28571e-09,0.5774
12.08,0,0
12.09,1.42857e-09,1
12.1,1.42857e-09,1
12.11,0,0
12.12,1.42857e-09,1
12.13,1.42857e-09,1
12.14,2.85714e-09,0.7071
12.15,2.85714e-09,0.7071
12.16,1.42857e-09,1
12.17,2.85714e-09,0.7071
12.18,2.85714e-09,0.7071
12.19,0,0
12.2,0,0
12.21,0,0
12.22,0,0
12.23,4.28571e-09,0.5774
12.24,4.28571e-09,0.5774
12.25,1.42857e-09,1
12.26,0,0
12.27,0,0
12.28,0,0
12.29,0,0
12.3,1.42857e-09,1
12.31,2.85714e-09,0.7071
12.32,1.42857e-09,1
12.33,1.42857e-09,1
12.34,0,0
12.35,0,0
12.36,0,0
12.37,1.42857e-09,1
12.38,0,0
12.39,0,0
12.4,0,0
12.41,1.42857e-09,1
12.42,0,0
12.43,0,0
12.44,0,0
12.45,0,0
12.46,0,0
12.47,0,0
12.48,0,0
12.49,2.85714e-09,0.7071
12.5,0,0
12.51,0,0
12.52,0,0
12.53,1.42857e-09,1
12.54,0,0
12.55,0,0
12.56,0,0
12.57,1.42857e-09,1
12.58,1.42857e-09,1
12.59,1.42857e-09,1
12.6,0,0
12.61,0,0
12.62,0,0
12.63,0,0
12.64,0,0
12.65,0,0
12.66,0,0
12.67,1.42857e-09,1
12.68,0,0
12.69,0,0
12.7,0,0
12.71,1.42857e-09,1
12.72,0,0
12.73,0,0
12.74,0,0
12.75,0,0
12.76,0,0
12.77,0,0
12.78,1.42857e-09,1
12.79,1.42857e-09,1
12.8,0,0
12.81,0,0
12.82,0,0
12.83,0,0
12.84,0,0
12.85,0,0
12.86,1.42857e-09,1
12.87,0,0
12.88,0,0
12.89,0,0
12.9,0,0
12.91,0,0
12.92,0,0
12.93,1.42857e-09,1
12.94,0,0
12.95,0,0
12.96,1.42857e-09,1
12.97,0,0
12.98,0,0
12.99,0,0
13,1.42857e-09,1
13.01,0,0
13.02,0,0
13.03,0,0
13.04,0,0
13.05,0,0
13.06,0,0
13.07,0,0
13.08,1.42857e-09,1
13.09,0,0
13.1,0,0
13.11,0,0
13.12,0,0
13.13,0,0
13.14,0,0
13.15,0,0
13.16,1.42857e-09,1
13.17,0,0
13.18,0,0
13.19,0,0
13.2,0,0
13.21,1.42857e-09,1
13.22,0,0
13.23,0,0
13.24,0,0
13.25,0,0
13.26,0,0
13.27,0,0
13.28,0,0
13.29,0,0
13.3,0,0
13.31,0,0
13.32,1.42857e-09,1
13.33,0,0
13.34,0,0
13.35,0,0
13.36,0,0
13.37,0,0
13.38,0,0
13.39,0,0
13.4,0,0
13.41,0,0
13.42,1.42857e-09,1
13.43,0,0
13.44,0,0
13.45,0,0
13.46,0,0
13.47,0,0
13.48,0,0
13.49,0,0
13.5,1.42857e-09,1
13.51,0,0
13.52,0,0
13.53,0,0
13.54,0,0
13.55,0,0
13.56,0,0
13.57,0,0
13.58,0,0
13.59,0,0
13.6,1.42857e-09,1
13.61,0,0
13.62,0,0
13.63,1.42857e-09,1
13.64,0,0
13.65,0,0
13.66,0,0
13.67,0,0
13.68,0,0
13.69,0,0
13.7,0,0
13.71,0,0
13.72,0,0
13.73,1.42857e-09,1
13.74,0,0
13.75,0,0
13.76,0,0
13.77,0,0
13.78,0,0
13.79,0,0
13.8,0,0
13.81,1.42857e-09,1
13.82,0,0
13.83,0,0
13.84,0,0
13.85,0,0
13.86,0,0
13.87,0,0
13.88,0,0
13.89,0,0
13.9,0,0
13.91,0,0
13.92,0,0
13.93,1.42857e-09,1
13.94,0,0
13.95,0,0
13.96,0,0
13.97,0,0
13.98,0,0
13.99,0,0
14,0,0
14.01,0,0
14.02,1.42857e-09,1
14.03,0,0
14.04,1.42857e-09,1
14.05,0,0
14.06,0,0
14.07,0,0
14.08,0,0
14.09,0,0
14.1,0,0
14.11,0,0
14.12,0,0
14.13,0,0
14.14,0,0
14.15,0,0
14.16,0,0
14.17,0,0
14.18,0,0
14.19,0,0
14.2,0,0
14.21,0,0
14.22,0,0
14.23,0,0
14.24,0,0
14.25,0,0
14.26,0,0
14.27,0,0
14.28,0,0
14.29,0,0
14.3,0,0
14.31,0,0
14.32,0,0
14.33,1.42857e-09,1
14.34,0,0
14.35,1.42857e-09,1
14.36,0,0
14.37,0,0
14.38,0,0
14.39,0,0
14.4,0,0
14.41,0,0
14.42,0,0
14.43,0,0
14.44,0,0
14.45,0,0
14.46,0,0
14.47,0,0
14.48,0,0
14.49,1.42857e-09,1
14.5,0,0
14.51,0,0
14.52,0,0
14.53,0,0
14.54,0,0
14.55,1.42857e-09,1
14.56,0,0
14.57,0,0
14.58,0,0
14.59,0,0
14.6,0,0
14.61,1.42857e-09,1
14.62,0,0
14.63,0,0
14.64,0,0
14.65,0,0
14.66,0,0
14.67,1.42857e-09,1
14.68,0,0
14.69,0,0
14.7,0,0
14.71,0,0
14.72,0,0
14.73,0,0
14.74,0,0
14.75,0,0
14.76,0,0
14.77,0,0
14.78,0,0
14.79,0,0
14.8,0,0
14.81,0,0
14.82,0,0
14.83,0,0
14.84,0,0
14.85,1.42857e-09,1
14.86,0,0
14.87,0,0
14.88,0,0
14.89,0,0
14.9,0,0
14.91,0,0
14.92,0,0
14.93,0,0
14.94,0,0
14.95,0,0
14.96,0,0
14.97,1.42857e-09,1
14.98,1.42857e-09,1
14.99,0,0
15,0,0
15.01,0,0
15.02,0,0
15.03,0,0
15.04,0,0
15.05,0,0
15.06,0,0
15.07,0,0
15.08,0,0
15.09,0,0
15.1,0,0
15.11,0,0
15.12,0,0
15.13,0,0
15.14,0,0
15.15,0,0
15.16,0,0
15.17,0,0
15.18,0,0
15.19,0,0
15.2,0,0
15.21,0,0
15.22,0,0
15.23,0,0
15.24,0,0
15.25,0,0
15.26,0,0
15.27,0,0
15.28,0,0
15.29,0,0
15.3,0,0
15.31,0,0
15.32,0,0
15.33,0,0
15.34,0,0
15.35,0,0
15.36,0,0
15.37,0,0
15.38,0,0
15.39,0,0
15.4,0,0
15.41,0,0
15.42,0,0
15.43,1.42857e-09,1
15.44,0,0
15.45,0,0
15.46,0,0
15.47,0,0
15.48,0,0
15.49,1.42857e-09,1
15.5,0,0
15.51,0,0
15.52,0,0
15.53,0,0
15.54,1.42857e-09,1
15.55,0,0
15.56,1.42857e-09,1
15.57,0,0
15.58,0,0
15.59,1.42857e-09,1
15.6,0,0
15.61,0,0
15.62,0,0
15.63,0,0
15.64,0,0
15.65,0,0
15.66,0,0
15.67,0,0
15.68,0,0
15.69,0,0
15.7,0,0
15.71,0,0
15.72,0,0
15.73,1.42857e-09,1
15.74,0,0
15.75,0,0
15.76,0,0
15.77,0,0
15.78,0,0
15.79,0,0
15.8,0,0
15.81,0,0
15.82,0,0
15.83,0,0
15.84,0,0
15.85,0,0
15.86,0,0
15.87,0,0
15.88,0,0
15.89,0,0
15.9,0,0
15.91,0,0
15.92,0,0
15.93,0,0
15.94,0,0
15.95,0,0
15.96,0,0
15.97,0,0
15.98,0,0
15.99,0,0
