Energy_MeV,F8_Response_per_source_neutron,Relative_Error
0.76,7.46e-06,0.0366
0.77,8.14e-06,0.035
0.78,7.1e-06,0.0375
0.79,6.73e-06,0.0385
0.8,4.88e-06,0.0453
0.81,4.25e-06,0.0485
0.82,4.05e-06,0.0497
0.83,4.4e-06,0.0477
0.84,4.52e-06,0.047
0.85,5.01e-06,0.0447
0.86,5.09e-06,0.0443
0.87,4.42e-06,0.0476
0.88,4.06e-06,0.0496
0.89,4.42e-06,0.0476
0.9,3.95e-06,0.0503
0.91,3.88e-06,0.0508
0.92,3.33e-06,0.0548
0.93,3.68e-06,0.0521
0.94,3.31e-06,0.055
0.95,3.16e-06,0.0563
0.96,2.92e-06,0.0585
0.97,3.12e-06,0.0566
0.98,3.5e-06,0.0535
0.99,4.18e-06,0.0489
1,4.49e-06,0.0472
1.01,5.16e-06,0.044
1.02,5.23e-06,0.0437
1.03,4.95e-06,0.0449
1.04,4.53e-06,0.047
1.05,2.99e-06,0.0578
1.06,2.84e-06,0.0593
1.07,2.76e-06,0.0602
1.08,2.69e-06,0.061
1.09,2.96e-06,0.0581
1.1,3.02e-06,0.0575
1.11,3.06e-06,0.0572
1.12,2.93e-06,0.0584
1.13,3.05e-06,0.0573
1.14,3.38e-06,0.0544
1.15,3.69e-06,0.0521
1.16,3.99e-06,0.0501
1.17,3.67e-06,0.0522
1.18,3.15e-06,0.0563
1.19,3.48e-06,0.0536
1.2,2.89e-06,0.0588
1.21,3.21e-06,0.0558
1.22,2.36e-06,0.0651
1.23,2.81e-06,0.0597
1.24,2.7e-06,0.0609
1.25,2.89e-06,0.0588
1.26,2.78e-06,0.06
1.27,2.83e-06,0.0594
1.28,2.94e-06,0.0583
1.29,3.03e-06,0.0574
1.3,2.89e-06,0.0588
1.31,2.86e-06,0.0591
1.32,2.75e-06,0.0603
1.33,3.22e-06,0.0557
1.34,3.06e-06,0.0572
1.35,2.98e-06,0.0579
1.36,3.14e-06,0.0564
1.37,3.44e-06,0.0539
1.38,3.5e-06,0.0535
1.39,3.18e-06,0.0561
1.4,3.03e-06,0.0574
1.41,2.94e-06,0.0583
1.42,3e-06,0.0577
1.43,2.66e-06,0.0613
1.44,2.85e-06,0.0592
1.45,2.82e-06,0.0595
1.46,2.63e-06,0.0617
1.47,2.57e-06,0.0624
1.48,2.59e-06,0.0621
1.49,2.9e-06,0.0587
1.5,2.82e-06,0.0595
1.51,2.83e-06,0.0594
1.52,2.54e-06,0.0627
1.53,2.89e-06,0.0588
1.54,2.92e-06,0.0585
1.55,3.01e-06,0.0576
1.56,2.68e-06,0.0611
1.57,2.77e-06,0.0601
1.58,2.94e-06,0.0583
1.59,2.91e-06,0.0586
1.6,3.05e-06,0.0573
1.61,3.92e-06,0.0505
1.62,3.85e-06,0.051
1.63,3.83e-06,0.0511
1.64,3.34e-06,0.0547
1.65,3.01e-06,0.0576
1.66,2.88e-06,0.0589
1.67,2.53e-06,0.0629
1.68,2.77e-06,0.0601
1.69,3.19e-06,0.056
1.7,2.9e-06,0.0587
1.71,3.13e-06,0.0565
1.72,3.3e-06,0.055
1.73,2.75e-06,0.0603
1.74,2.79e-06,0.0599
1.75,2.71e-06,0.0607
1.76,2.81e-06,0.0597
1.77,2.94e-06,0.0583
1.78,2.89e-06,0.0588
1.79,3.13e-06,0.0565
1.8,3.8e-06,0.0513
1.81,3.67e-06,0.0522
1.82,3.39e-06,0.0543
1.83,2.91e-06,0.0586
1.84,2.93e-06,0.0584
1.85,2.47e-06,0.0636
1.86,2.24e-06,0.0668
1.87,2.31e-06,0.0658
1.88,2.51e-06,0.0631
1.89,2.41e-06,0.0644
1.9,2.22e-06,0.0671
1.91,2.68e-06,0.0611
1.92,2.4e-06,0.0645
1.93,2.59e-06,0.0621
1.94,2.57e-06,0.0624
1.95,2.46e-06,0.0638
1.96,2.72e-06,0.0606
1.97,2.36e-06,0.0651
1.98,2.74e-06,0.0604
1.99,2.53e-06,0.0629
2,2.5e-06,0.0632
2.01,2.39e-06,0.0647
2.02,2.41e-06,0.0644
2.03,2.39e-06,0.0647
2.04,2.4e-06,0.0645
2.05,2.26e-06,0.0665
2.06,2.08e-06,0.0693
2.07,2.14e-06,0.0684
2.08,1.92e-06,0.0722
2.09,2.09e-06,0.0692
2.1,2.28e-06,0.0662
2.11,2.27e-06,0.0664
2.12,1.95e-06,0.0716
2.13,1.83e-06,0.0739
2.14,2.06e-06,0.0697
2.15,1.73e-06,0.076
2.16,2.07e-06,0.0695
2.17,2.36e-06,0.0651
2.18,2.47e-06,0.0636
2.19,3.18e-06,0.0561
2.2,3.46e-06,0.0538
2.21,4.02e-06,0.0499
2.22,3.67e-06,0.0522
2.23,3.86e-06,0.0509
2.24,3.11e-06,0.0567
2.25,2.79e-06,0.0599
2.26,2.48e-06,0.0635
2.27,2.36e-06,0.0651
2.28,2.4e-06,0.0645
2.29,2.64e-06,0.0615
2.3,2.15e-06,0.0682
2.31,2.61e-06,0.0619
2.32,2.23e-06,0.067
2.33,2.29e-06,0.0661
2.34,1.88e-06,0.0729
2.35,1.7e-06,0.0767
2.36,1.81e-06,0.0743
2.37,2.18e-06,0.0677
2.38,2.17e-06,0.0679
2.39,2.12e-06,0.0687
2.4,1.92e-06,0.0722
2.41,2.17e-06,0.0679
2.42,2.03e-06,0.0702
2.43,1.79e-06,0.0747
2.44,1.98e-06,0.0711
2.45,2.04e-06,0.07
2.46,1.87e-06,0.0731
2.47,1.95e-06,0.0716
2.48,2.29e-06,0.0661
2.49,2.17e-06,0.0679
2.5,2.18e-06,0.0677
2.51,2.28e-06,0.0662
2.52,2.22e-06,0.0671
2.53,1.91e-06,0.0724
2.54,2.09e-06,0.0692
2.55,2.18e-06,0.0677
2.56,2.08e-06,0.0693
2.57,1.88e-06,0.0729
2.58,2.12e-06,0.0687
2.59,1.87e-06,0.0731
2.6,2.02e-06,0.0704
2.61,2.1e-06,0.069
2.62,2.06e-06,0.0697
2.63,2.07e-06,0.0695
2.64,1.74e-06,0.0758
2.65,2.12e-06,0.0687
2.66,2.22e-06,0.0671
2.67,2.24e-06,0.0668
2.68,2.31e-06,0.0658
2.69,2.07e-06,0.0695
2.7,2.36e-06,0.0651
2.71,2.3e-06,0.0659
2.72,2.48e-06,0.0635
2.73,2.91e-06,0.0586
2.74,3.06e-06,0.0572
2.75,2.85e-06,0.0592
2.76,2.84e-06,0.0593
2.77,2.55e-06,0.0626
2.78,2.4e-06,0.0645
2.79,2.23e-06,0.067
2.8,2.37e-06,0.065
2.81,2.56e-06,0.0625
2.82,2.25e-06,0.0667
2.83,2.25e-06,0.0667
2.84,2.01e-06,0.0705
2.85,1.94e-06,0.0718
2.86,2.34e-06,0.0654
2.87,2.04e-06,0.07
2.88,2.07e-06,0.0695
2.89,2.04e-06,0.07
2.9,2.09e-06,0.0692
2.91,2.2e-06,0.0674
2.92,1.79e-06,0.0747
2.93,1.78e-06,0.075
2.94,1.97e-06,0.0712
2.95,1.93e-06,0.072
2.96,2.13e-06,0.0685
2.97,1.99e-06,0.0709
2.98,2.09e-06,0.0692
2.99,2.32e-06,0.0657
3,2.41e-06,0.0644
3.01,2.46e-06,0.0638
3.02,2.18e-06,0.0677
3.03,2.5e-06,0.0632
3.04,1.98e-06,0.0711
3.05,1.87e-06,0.0731
3.06,1.82e-06,0.0741
3.07,2e-06,0.0707
3.08,1.68e-06,0.0772
3.09,2e-06,0.0707
3.1,1.85e-06,0.0735
3.11,1.85e-06,0.0735
3.12,1.99e-06,0.0709
3.13,2.02e-06,0.0704
3.14,2.06e-06,0.0697
3.15,2.36e-06,0.0651
3.16,2.29e-06,0.0661
3.17,2.37e-06,0.065
3.18,2.42e-06,0.0643
3.19,2.42e-06,0.0643
3.2,2.82e-06,0.0595
3.21,2.56e-06,0.0625
3.22,2.65e-06,0.0614
3.23,2.52e-06,0.063
3.24,2.51e-06,0.0631
3.25,2.65e-06,0.0614
3.26,2.29e-06,0.0661
3.27,2.44e-06,0.064
3.28,2.11e-06,0.0688
3.29,2e-06,0.0707
3.3,2.01e-06,0.0705
3.31,2.01e-06,0.0705
3.32,1.9e-06,0.0725
3.33,2.13e-06,0.0685
3.34,1.89e-06,0.0727
3.35,2.15e-06,0.0682
3.36,1.9e-06,0.0725
3.37,2.01e-06,0.0705
3.38,2.13e-06,0.0685
3.39,2.25e-06,0.0667
3.4,2.24e-06,0.0668
3.41,1.98e-06,0.0711
3.42,2.48e-06,0.0635
3.43,2.38e-06,0.0648
3.44,2.16e-06,0.068
3.45,2.36e-06,0.0651
3.46,2.11e-06,0.0688
3.47,1.83e-06,0.0739
3.48,1.57e-06,0.0798
3.49,1.82e-06,0.0741
3.5,1.94e-06,0.0718
3.51,1.64e-06,0.0781
3.52,1.48e-06,0.0822
3.53,1.58e-06,0.0796
3.54,1.57e-06,0.0798
3.55,1.33e-06,0.0867
3.56,1.38e-06,0.0851
3.57,1.65e-06,0.0778
3.58,1.55e-06,0.0803
3.59,1.54e-06,0.0806
3.6,1.55e-06,0.0803
3.61,1.58e-06,0.0796
3.62,1.58e-06,0.0796
3.63,1.71e-06,0.0765
3.64,1.54e-06,0.0806
3.65,1.69e-06,0.0769
3.66,1.97e-06,0.0712
3.67,1.71e-06,0.0765
3.68,2.21e-06,0.0673
3.69,2.03e-06,0.0702
3.7,2.21e-06,0.0673
3.71,2.18e-06,0.0677
3.72,2.23e-06,0.067
3.73,2.56e-06,0.0625
3.74,2.49e-06,0.0634
3.75,2.39e-06,0.0647
3.76,2.41e-06,0.0644
3.77,2.12e-06,0.0687
3.78,1.77e-06,0.0752
3.79,1.57e-06,0.0798
3.8,1.45e-06,0.083
3.81,1.37e-06,0.0854
3.82,1.22e-06,0.0905
3.83,1.23e-06,0.0902
3.84,1.27e-06,0.0887
3.85,1.4e-06,0.0845
3.86,1.5e-06,0.0816
3.87,1.29e-06,0.088
3.88,1.46e-06,0.0828
3.89,1.27e-06,0.0887
3.9,1.49e-06,0.0819
3.91,1.6e-06,0.0791
3.92,1.66e-06,0.0776
3.93,1.7e-06,0.0767
3.94,1.65e-06,0.0778
3.95,1.43e-06,0.0836
3.96,1.48e-06,0.0822
3.97,1.27e-06,0.0887
3.98,1.11e-06,0.0949
3.99,9.4e-07,0.1031
4,1.03e-06,0.0985
4.01,9e-07,0.1054
4.02,1.17e-06,0.0924
4.03,9.7e-07,0.1015
4.04,9.1e-07,0.1048
4.05,9e-07,0.1054
4.06,9.8e-07,0.101
4.07,8e-07,0.1118
4.08,9.6e-07,0.1021
4.09,8.6e-07,0.1078
4.1,9.5e-07,0.1026
4.11,7.9e-07,0.1125
4.12,9.1e-07,0.1048
4.13,8.9e-07,0.106
4.14,9.7e-07,0.1015
4.15,9.4e-07,0.1031
4.16,9.6e-07,0.1021
4.17,9.1e-07,0.1048
4.18,9.4e-07,0.1031
4.19,8.9e-07,0.106
4.2,9.8e-07,0.101
4.21,7.6e-07,0.1147
4.22,8.6e-07,0.1078
4.23,7.7e-07,0.114
4.24,8e-07,0.1118
4.25,7e-07,0.1195
4.26,7.2e-07,0.1179
4.27,8.2e-07,0.1104
4.28,6.6e-07,0.1231
4.29,6e-07,0.1291
4.3,7.9e-07,0.1125
4.31,1.03e-06,0.0985
4.32,8.1e-07,0.1111
4.33,7.7e-07,0.114
4.34,7.8e-07,0.1132
4.35,7.8e-07,0.1132
4.36,7.3e-07,0.117
4.37,8.4e-07,0.1091
4.38,7.8e-07,0.1132
4.39,8e-07,0.1118
4.4,9e-07,0.1054
4.41,9.5e-07,0.1026
4.42,8.7e-07,0.1072
4.43,7.7e-07,0.114
4.44,1.28e-06,0.0884
4.45,1.07e-06,0.0967
4.46,9.5e-07,0.1026
4.47,8.6e-07,0.1078
4.48,6.7e-07,0.1222
4.49,8.7e-07,0.1072
4.5,8.3e-07,0.1098
4.51,8e-07,0.1118
4.52,7.5e-07,0.1155
4.53,7.9e-07,0.1125
4.54,7.1e-07,0.1187
4.55,7.3e-07,0.117
4.56,6.5e-07,0.124
4.57,6.8e-07,0.1213
4.58,7.9e-07,0.1125
4.59,7.7e-07,0.114
4.6,7.6e-07,0.1147
4.61,7.7e-07,0.114
4.62,6.3e-07,0.126
4.63,7e-07,0.1195
4.64,9.3e-07,0.1037
4.65,7.8e-07,0.1132
4.66,9e-07,0.1054
4.67,8.3e-07,0.1098
4.68,7.2e-07,0.1179
4.69,7.5e-07,0.1155
4.7,7.2e-07,0.1179
4.71,7.7e-07,0.114
4.72,7.8e-07,0.1132
4.73,8.8e-07,0.1066
4.74,6.7e-07,0.1222
4.75,8.4e-07,0.1091
4.76,6.6e-07,0.1231
4.77,8.2e-07,0.1104
4.78,7.1e-07,0.1187
4.79,6.1e-07,0.128
4.8,7.9e-07,0.1125
4.81,6.8e-07,0.1213
4.82,7.5e-07,0.1155
4.83,7.7e-07,0.114
4.84,7.5e-07,0.1155
4.85,7.5e-07,0.1155
4.86,7.7e-07,0.114
4.87,7.2e-07,0.1179
4.88,7.4e-07,0.1162
4.89,7.4e-07,0.1162
4.9,7.5e-07,0.1155
4.91,6.7e-07,0.1222
4.92,6.7e-07,0.1222
4.93,7.7e-07,0.114
4.94,1.14e-06,0.0937
4.95,8.6e-07,0.1078
4.96,7.9e-07,0.1125
4.97,8.5e-07,0.1085
4.98,7e-07,0.1195
4.99,7.5e-07,0.1155
5,7e-07,0.1195
5.01,7e-07,0.1195
5.02,6.8e-07,0.1213
5.03,6.2e-07,0.127
5.04,8.1e-07,0.1111
5.05,8e-07,0.1118
5.06,6.3e-07,0.126
5.07,8.6e-07,0.1078
5.08,9.5e-07,0.1026
5.09,9.9e-07,0.1005
5.1,1.25e-06,0.0894
5.11,1.35e-06,0.0861
5.12,1.41e-06,0.0842
5.13,1.31e-06,0.0874
5.14,1.13e-06,0.0941
5.15,1.2e-06,0.0913
5.16,9.2e-07,0.1043
5.17,1.2e-06,0.0913
5.18,9.3e-07,0.1037
5.19,8.4e-07,0.1091
5.2,9.3e-07,0.1037
5.21,8.5e-07,0.1085
5.22,9e-07,0.1054
5.23,7.3e-07,0.117
5.24,8.5e-07,0.1085
5.25,8.2e-07,0.1104
5.26,6.9e-07,0.1204
5.27,1.05e-06,0.0976
5.28,8.4e-07,0.1091
5.29,7.6e-07,0.1147
5.3,7.6e-07,0.1147
5.31,8.1e-07,0.1111
5.32,9.7e-07,0.1015
5.33,8.4e-07,0.1091
5.34,8.3e-07,0.1098
5.35,8.6e-07,0.1078
5.36,9.4e-07,0.1031
5.37,8.1e-07,0.1111
5.38,8.9e-07,0.106
5.39,8.7e-07,0.1072
5.4,9.1e-07,0.1048
5.41,7.9e-07,0.1125
5.42,8e-07,0.1118
5.43,8.2e-07,0.1104
5.44,7.5e-07,0.1155
5.45,7.5e-07,0.1155
5.46,7.8e-07,0.1132
5.47,8.5e-07,0.1085
5.48,7.1e-07,0.1187
5.49,8.5e-07,0.1085
5.5,6.5e-07,0.124
5.51,5.8e-07,0.1313
5.52,6.7e-07,0.1222
5.53,7.1e-07,0.1187
5.54,6.5e-07,0.124
5.55,6.8e-07,0.1213
5.56,8.6e-07,0.1078
5.57,9.6e-07,0.1021
5.58,8.9e-07,0.106
5.59,1.16e-06,0.0928
5.6,1.53e-06,0.0808
5.61,1.39e-06,0.0848
5.62,1.78e-06,0.075
5.63,1.65e-06,0.0778
5.64,1.58e-06,0.0796
5.65,1.48e-06,0.0822
5.66,1.2e-06,0.0913
5.67,1.02e-06,0.099
5.68,1.07e-06,0.0967
5.69,9.2e-07,0.1043
5.7,7.5e-07,0.1155
5.71,7.6e-07,0.1147
5.72,7.6e-07,0.1147
5.73,7.1e-07,0.1187
5.74,8.3e-07,0.1098
5.75,6.8e-07,0.1213
5.76,7.5e-07,0.1155
5.77,8.3e-07,0.1098
5.78,7.1e-07,0.1187
5.79,6e-07,0.1291
5.8,6.7e-07,0.1222
5.81,7.3e-07,0.117
5.82,7.7e-07,0.114
5.83,6.7e-07,0.1222
5.84,6.8e-07,0.1213
5.85,6.1e-07,0.128
5.86,7.9e-07,0.1125
5.87,7.3e-07,0.117
5.88,7.6e-07,0.1147
5.89,8e-07,0.1118
5.9,8.7e-07,0.1072
5.91,8.6e-07,0.1078
5.92,7.6e-07,0.1147
5.93,8.4e-07,0.1091
5.94,8.9e-07,0.106
5.95,6.1e-07,0.128
5.96,6.5e-07,0.124
5.97,5.2e-07,0.1387
5.98,5.1e-07,0.14
5.99,5.5e-07,0.1348
6,3.8e-07,0.1622
6.01,5.2e-07,0.1387
6.02,5e-07,0.1414
6.03,4.7e-07,0.1459
6.04,5.1e-07,0.14
6.05,4.5e-07,0.1491
6.06,5.4e-07,0.1361
6.07,9.2e-07,0.1043
6.08,9.1e-07,0.1048
6.09,8.9e-07,0.106
6.1,1.26e-06,0.0891
6.11,1.29e-06,0.088
6.12,1.45e-06,0.083
6.13,1.55e-06,0.0803
6.14,1.49e-06,0.0819
6.15,1.39e-06,0.0848
6.16,1.2e-06,0.0913
6.17,1.26e-06,0.0891
6.18,9.7e-07,0.1015
6.19,8.1e-07,0.1111
6.2,7e-07,0.1195
6.21,6.7e-07,0.1222
6.22,5.6e-07,0.1336
6.23,5.8e-07,0.1313
6.24,4.1e-07,0.1562
6.25,5.7e-07,0.1325
6.26,3.8e-07,0.1622
6.27,4.3e-07,0.1525
6.28,4.8e-07,0.1443
6.29,3.9e-07,0.1601
6.3,3.5e-07,0.169
6.31,4.1e-07,0.1562
6.32,3.7e-07,0.1644
6.33,3.7e-07,0.1644
6.34,4.2e-07,0.1543
6.35,4.9e-07,0.1429
6.36,5.2e-07,0.1387
6.37,5.7e-07,0.1325
6.38,4.7e-07,0.1459
6.39,5.9e-07,0.1302
6.4,4.7e-07,0.1459
6.41,7.8e-07,0.1132
6.42,7.2e-07,0.1179
6.43,6.2e-07,0.127
6.44,6.9e-07,0.1204
6.45,5.4e-07,0.1361
6.46,5.8e-07,0.1313
6.47,4.8e-07,0.1443
6.48,4.2e-07,0.1543
6.49,4.4e-07,0.1508
6.5,4.3e-07,0.1525
6.51,3.5e-07,0.169
6.52,3.4e-07,0.1715
6.53,4.6e-07,0.1474
6.54,3.4e-07,0.1715
6.55,4.4e-07,0.1508
6.56,5.7e-07,0.1325
6.57,5.3e-07,0.1374
6.58,5.6e-07,0.1336
6.59,7.1e-07,0.1187
6.6,6.8e-07,0.1213
6.61,6.1e-07,0.128
6.62,6.6e-07,0.1231
6.63,7e-07,0.1195
6.64,5.4e-07,0.1361
6.65,5.3e-07,0.1374
6.66,4.1e-07,0.1562
6.67,4.5e-07,0.1491
6.68,4.7e-07,0.1459
6.69,4.1e-07,0.1562
6.7,3.2e-07,0.1768
6.71,4.6e-07,0.1474
6.72,4.1e-07,0.1562
6.73,3.1e-07,0.1796
6.74,2.5e-07,0.2
6.75,2.8e-07,0.189
6.76,3.1e-07,0.1796
6.77,1.8e-07,0.2357
6.78,2.6e-07,0.1961
6.79,2.9e-07,0.1857
6.8,3.9e-07,0.1601
6.81,2.4e-07,0.2041
6.82,2.9e-07,0.1857
6.83,3.5e-07,0.169
6.84,2.3e-07,0.2085
6.85,4.2e-07,0.1543
6.86,2.9e-07,0.1857
6.87,4e-07,0.1581
6.88,2.8e-07,0.189
6.89,4.3e-07,0.1525
6.9,3.9e-07,0.1601
6.91,4.6e-07,0.1474
6.92,4.1e-07,0.1562
6.93,3.9e-07,0.1601
6.94,3.3e-07,0.1741
6.95,3.5e-07,0.169
6.96,4.5e-07,0.1491
6.97,2.4e-07,0.2041
6.98,2.3e-07,0.2085
6.99,2.3e-07,0.2085
7,2.8e-07,0.189
7.01,1.1e-07,0.3015
7.02,1.3e-07,0.2774
7.03,1.9e-07,0.2294
7.04,1.7e-07,0.2425
7.05,1.5e-07,0.2582
7.06,1.8e-07,0.2357
7.07,2.3e-07,0.2085
7.08,1.9e-07,0.2294
7.09,2.5e-07,0.2
7.1,3.2e-07,0.1768
7.11,4.1e-07,0.1562
7.12,3.2e-07,0.1768
7.13,3.7e-07,0.1644
7.14,3.7e-07,0.1644
7.15,3.1e-07,0.1796
7.16,2.5e-07,0.2
7.17,3.7e-07,0.1644
7.18,2.7e-07,0.1925
7.19,1e-07,0.3162
7.2,1.2e-07,0.2887
7.21,1.2e-07,0.2887
7.22,6e-08,0.4082
7.23,1.5e-07,0.2582
7.24,1.2e-07,0.2887
7.25,1.3e-07,0.2774
7.26,1.1e-07,0.3015
7.27,1.1e-07,0.3015
7.28,8e-08,0.3536
7.29,1.1e-07,0.3015
7.3,1.3e-07,0.2774
7.31,1.2e-07,0.2887
7.32,1.3e-07,0.2774
7.33,1.4e-07,0.2673
7.34,1.3e-07,0.2774
7.35,1.5e-07,0.2582
7.36,1.4e-07,0.2673
7.37,1.2e-07,0.2887
7.38,1.2e-07,0.2887
7.39,1.7e-07,0.2425
7.4,1.8e-07,0.2357
7.41,1e-07,0.3162
7.42,8e-08,0.3536
7.43,1.3e-07,0.2774
7.44,1.1e-07,0.3015
7.45,9e-08,0.3333
7.46,7e-08,0.378
7.47,7e-08,0.378
7.48,1.1e-07,0.3015
7.49,5e-08,0.4472
7.5,8e-08,0.3536
7.51,6e-08,0.4082
7.52,1e-07,0.3162
7.53,6e-08,0.4082
7.54,8e-08,0.3536
7.55,9e-08,0.3333
7.56,9e-08,0.3333
7.57,5e-08,0.4472
7.58,1.1e-07,0.3015
7.59,5e-08,0.4472
7.6,9e-08,0.3333
7.61,1.4e-07,0.2673
7.62,7e-08,0.378
7.63,1.1e-07,0.3015
7.64,8e-08,0.3536
7.65,9e-08,0.3333
7.66,8e-08,0.3536
7.67,7e-08,0.378
7.68,5e-08,0.4472
7.69,9e-08,0.3333
7.7,7e-08,0.378
7.71,8e-08,0.3536
7.72,1.2e-07,0.2887
7.73,1e-07,0.3162
7.74,7e-08,0.378
7.75,9e-08,0.3333
7.76,8e-08,0.3536
7.77,6e-08,0.4082
7.78,6e-08,0.4082
7.79,3e-08,0.5774
7.8,9e-08,0.3333
7.81,8e-08,0.3536
7.82,1e-07,0.3162
7.83,9e-08,0.3333
7.84,1.1e-07,0.3015
7.85,9e-08,0.3333
7.86,9e-08,0.3333
7.87,1.1e-07,0.3015
7.88,5e-08,0.4472
7.89,6e-08,0.4082
7.9,9e-08,0.3333
7.91,4e-08,0.5
7.92,6e-08,0.4082
7.93,2e-08,0.7071
7.94,8e-08,0.3536
7.95,9e-08,0.3333
7.96,4e-08,0.5
7.97,7e-08,0.378
7.98,4e-08,0.5
7.99,3e-08,0.5774
8,6e-08,0.4082
8.01,7e-08,0.378
8.02,6e-08,0.4082
8.03,1.1e-07,0.3015
8.04,3e-08,0.5774
8.05,8e-08,0.3536
8.06,6e-08,0.4082
8.07,7e-08,0.378
8.08,8e-08,0.3536
8.09,8e-08,0.3536
8.1,7e-08,0.378
8.11,8e-08,0.3536
8.12,3e-08,0.5774
8.13,6e-08,0.4082
8.14,6e-08,0.4082
8.15,4e-08,0.5
8.16,7e-08,0.378
8.17,5e-08,0.4472
8.18,6e-08,0.4082
8.19,5e-08,0.4472
8.2,6e-08,0.4082
8.21,7e-08,0.378
8.22,5e-08,0.4472
8.23,3e-08,0.5774
8.24,3e-08,0.5774
8.25,4e-08,0.5
8.26,0,0
8.27,3e-08,0.5774
8.28,6e-08,0.4082
8.29,3e-08,0.5774
8.3,2e-08,0.7071
8.31,5e-08,0.4472
8.32,5e-08,0.4472
8.33,5e-08,0.4472
8.34,5e-08,0.4472
8.35,7e-08,0.378
8.36,6e-08,0.4082
8.37,6e-08,0.4082
8.38,4e-08,0.5
8.39,7e-08,0.378
8.4,6e-08,0.4082
8.41,3e-08,0.5774
8.42,3e-08,0.5774
8.43,5e-08,0.4472
8.44,2e-08,0.7071
8.45,6e-08,0.4082
8.46,8e-08,0.3536
8.47,3e-08,0.5774
8.48,7e-08,0.378
8.49,2e-08,0.7071
8.5,7e-08,0.378
8.51,4e-08,0.5
8.52,3e-08,0.5774
8.53,5e-08,0.4472
8.54,4e-08,0.5
8.55,1e-08,1
8.56,8e-08,0.3536
8.57,6e-08,0.4082
8.58,0,0
8.59,3e-08,0.5774
8.6,3e-08,0.5774
8.61,3e-08,0.5774
8.62,5e-08,0.4472
8.63,4e-08,0.5
8.64,1e-08,1
8.65,1e-08,1
8.66,3e-08,0.5774
8.67,3e-08,0.5774
8.68,6e-08,0.4082
8.69,2e-08,0.7071
8.7,2e-08,0.7071
8.71,5e-08,0.4472
8.72,4e-08,0.5
8.73,4e-08,0.5
8.74,4e-08,0.5
8.75,2e-08,0.7071
8.76,5e-08,0.4472
8.77,4e-08,0.5
8.78,7e-08,0.378
8.79,0,0
8.8,2e-08,0.7071
8.81,3e-08,0.5774
8.82,1e-07,0.3162
8.83,6e-08,0.4082
8.84,5e-08,0.4472
8.85,4e-08,0.5
8.86,5e-08,0.4472
8.87,3e-08,0.5774
8.88,3e-08,0.5774
8.89,6e-08,0.4082
8.9,4e-08,0.5
8.91,7e-08,0.378
8.92,6e-08,0.4082
8.93,5e-08,0.4472
8.94,5e-08,0.4472
8.95,2e-08,0.7071
8.96,2e-08,0.7071
8.97,4e-08,0.5
8.98,3e-08,0.5774
8.99,3e-08,0.5774
9,5e-08,0.4472
9.01,4e-08,0.5
9.02,3e-08,0.5774
9.03,1e-08,1
9.04,2e-08,0.7071
