Energy_MeV,F8_Response_per_source_neutron,Relative_Error
6.09,9.38e-07,0.0462
6.1,1.116e-06,0.0423
6.11,1.34e-06,0.0386
6.12,1.45e-06,0.0371
6.13,1.53e-06,0.0362
6.14,1.334e-06,0.0387
6.15,1.322e-06,0.0389
6.16,1.214e-06,0.0406
6.17,1.016e-06,0.0444
