Energy_MeV,F8 脉冲高度响应,Relative_Error
8.46,4.66667e-08,0.2673
8.47,2.66667e-08,0.3536
8.48,3.66667e-08,0.3015
8.49,2.33333e-08,0.378
8.5,3.33333e-08,0.3162
8.51,3.33333e-08,0.3162
8.52,4e-08,0.2887
8.53,3.66667e-08,0.3015
8.54,3.66667e-08,0.3015
8.55,1.33333e-08,0.5
8.56,4.33333e-08,0.2774
8.57,3.33333e-08,0.3162
8.58,3.33333e-08,0.3162
8.59,3.33333e-08,0.3162
8.6,2.66667e-08,0.3536
8.61,5e-08,0.2582
8.62,3.66667e-08,0.3015
8.63,3.66667e-08,0.3015
8.64,3e-08,0.3333
8.65,2e-08,0.4082
8.66,4e-08,0.2887
8.67,2.66667e-08,0.3536
8.68,5.33333e-08,0.25
8.69,2.66667e-08,0.3536
8.7,5e-08,0.2582
8.71,3.66667e-08,0.3015
8.72,4e-08,0.2887
8.73,4.33333e-08,0.2774
8.74,4.66667e-08,0.2673
8.75,3e-08,0.3333
8.76,5e-08,0.2582
8.77,3e-08,0.3333
8.78,5.33333e-08,0.25
8.79,3.66667e-08,0.3015
8.8,2.66667e-08,0.3536
8.81,3e-08,0.3333
8.82,5.33333e-08,0.25
8.83,4e-08,0.2887
8.84,5.33333e-08,0.25
8.85,4.66667e-08,0.2673
8.86,5e-08,0.2582
8.87,4.33333e-08,0.2774
8.88,5e-08,0.2582
8.89,6.33333e-08,0.2294
8.9,2.33333e-08,0.378
8.91,5.33333e-08,0.25
8.92,5.33333e-08,0.25
8.93,3.33333e-08,0.3162
8.94,3e-08,0.3333
8.95,4e-08,0.2887
8.96,2.33333e-08,0.378
8.97,4.33333e-08,0.2774
8.98,2e-08,0.4082
8.99,3.66667e-08,0.3015
9,4e-08,0.2887
9.01,2.66667e-08,0.3536
9.02,3e-08,0.3333
9.03,2.33333e-08,0.378
9.04,2e-08,0.4082
9.05,2.33333e-08,0.378
9.06,4e-08,0.2887
9.07,3.66667e-08,0.3015
9.08,2e-08,0.4082
9.09,3.33333e-08,0.3162
9.1,2.66667e-08,0.3536
9.11,2.33333e-08,0.378
9.12,3e-08,0.3333
9.13,3.33333e-08,0.3162
9.14,1.66667e-08,0.4472
9.15,3.33333e-08,0.3162
9.16,2.33333e-08,0.378
9.17,2e-08,0.4082
9.18,3.33333e-08,0.3162
9.19,1.33333e-08,0.5
9.2,1.66667e-08,0.4472
9.21,2.33333e-08,0.378
9.22,3e-08,0.3333
9.23,4.33333e-08,0.2774
9.24,2e-08,0.4082
9.25,3.66667e-08,0.3015
9.26,2.33333e-08,0.378
9.27,3.66667e-08,0.3015
9.28,3e-08,0.3333
9.29,2.66667e-08,0.3536
9.3,4.33333e-08,0.2774
9.31,2.66667e-08,0.3536
9.32,2e-08,0.4082
9.33,3e-08,0.3333
9.34,2e-08,0.4082
9.35,3e-08,0.3333
9.36,2.66667e-08,0.3536
9.37,2.66667e-08,0.3536
9.38,2.66667e-08,0.3536
9.39,5e-08,0.2582
9.4,2.33333e-08,0.378
9.41,3.66667e-08,0.3015
9.42,2.33333e-08,0.378
9.43,2.66667e-08,0.3536
9.44,3.66667e-08,0.3015
9.45,4.33333e-08,0.2774
9.46,3e-08,0.3333
9.47,2.33333e-08,0.378
9.48,3.33333e-08,0.3162
9.49,2.33333e-08,0.378
9.5,3e-08,0.3333
9.51,2.66667e-08,0.3536
9.52,3e-08,0.3333
9.53,3.33333e-08,0.3162
9.54,3e-08,0.3333
9.55,2.33333e-08,0.378
9.56,3e-08,0.3333
9.57,2.66667e-08,0.3536
9.58,2.66667e-08,0.3536
9.59,4e-08,0.2887
9.6,4.66667e-08,0.2673
9.61,4.33333e-08,0.2774
9.62,2.66667e-08,0.3536
9.63,3.33333e-09,1
9.64,4.66667e-08,0.2673
9.65,2e-08,0.4082
9.66,4.33333e-08,0.2774
9.67,2.33333e-08,0.378
9.68,2.33333e-08,0.378
9.69,2.66667e-08,0.3536
9.7,2.66667e-08,0.3536
9.71,3e-08,0.3333
9.72,1.33333e-08,0.5
9.73,3.66667e-08,0.3015
9.74,2.66667e-08,0.3536
9.75,3e-08,0.3333
9.76,4e-08,0.2887
9.77,2.33333e-08,0.378
9.78,2.33333e-08,0.378
9.79,2.33333e-08,0.378
9.8,2.66667e-08,0.3536
9.81,3.33333e-08,0.3162
9.82,2.66667e-08,0.3536
9.83,2e-08,0.4082
9.84,2.33333e-08,0.378
9.85,1.66667e-08,0.4472
9.86,4e-08,0.2887
9.87,3.33333e-08,0.3162
9.88,4e-08,0.2887
9.89,1e-08,0.5774
9.9,2.66667e-08,0.3536
9.91,3e-08,0.3333
9.92,3.33333e-08,0.3162
9.93,6.66667e-09,0.7071
9.94,2.33333e-08,0.378
9.95,1e-08,0.5774
9.96,3.66667e-08,0.3015
9.97,5e-08,0.2582
9.98,3.66667e-08,0.3015
9.99,3.33333e-08,0.3162
10,2.66667e-08,0.3536
10.01,2.33333e-08,0.378
10.02,3e-08,0.3333
10.03,2.66667e-08,0.3536
10.04,1.66667e-08,0.4472
10.05,3.33333e-08,0.3162
10.06,1.33333e-08,0.5
10.07,2.66667e-08,0.3536
10.08,2.33333e-08,0.378
10.09,1.66667e-08,0.4472
10.1,2.66667e-08,0.3536
10.11,2e-08,0.4082
10.12,3e-08,0.3333
10.13,2.66667e-08,0.3536
10.14,2e-08,0.4082
10.15,1.66667e-08,0.4472
10.16,2.66667e-08,0.3536
10.17,2.33333e-08,0.378
10.18,1.33333e-08,0.5
10.19,2e-08,0.4082
10.2,3e-08,0.3333
10.21,1.66667e-08,0.4472
10.22,3.33333e-08,0.3162
10.23,3.33333e-08,0.3162
10.24,3.33333e-08,0.3162
10.25,2e-08,0.4082
10.26,2.66667e-08,0.3536
10.27,2e-08,0.4082
10.28,2.66667e-08,0.3536
10.29,2e-08,0.4082
10.3,6.66667e-09,0.7071
10.31,1.66667e-08,0.4472
10.32,4e-08,0.2887
10.33,2.66667e-08,0.3536
10.34,2.66667e-08,0.3536
10.35,1.33333e-08,0.5
10.36,2e-08,0.4082
10.37,1.33333e-08,0.5
10.38,3.66667e-08,0.3015
10.39,2.66667e-08,0.3536
10.4,1.33333e-08,0.5
10.41,2.66667e-08,0.3536
10.42,3.66667e-08,0.3015
10.43,2e-08,0.4082
10.44,3e-08,0.3333
10.45,1e-08,0.5774
10.46,2.33333e-08,0.378
10.47,3.33333e-08,0.3162
10.48,2.66667e-08,0.3536
10.49,2e-08,0.4082
10.5,1.33333e-08,0.5
10.51,2e-08,0.4082
10.52,1e-08,0.5774
10.53,2.33333e-08,0.378
10.54,2.33333e-08,0.378
10.55,1e-08,0.5774
10.56,1.33333e-08,0.5
10.57,1e-08,0.5774
10.58,3e-08,0.3333
10.59,1.33333e-08,0.5
10.6,3.33333e-09,1
10.61,1e-08,0.5774
10.62,1e-08,0.5774
10.63,1e-08,0.5774
10.64,2.33333e-08,0.378
10.65,2.33333e-08,0.378
10.66,1.66667e-08,0.4472
10.67,2.33333e-08,0.378
10.68,1.33333e-08,0.5
10.69,1.33333e-08,0.5
10.7,2.66667e-08,0.3536
10.71,3.33333e-09,1
10.72,2.33333e-08,0.378
10.73,2e-08,0.4082
10.74,1.66667e-08,0.4472
10.75,3e-08,0.3333
10.76,1.66667e-08,0.4472
10.77,6.66667e-09,0.7071
10.78,1.66667e-08,0.4472
10.79,3e-08,0.3333
10.8,1.66667e-08,0.4472
10.81,2.66667e-08,0.3536
10.82,2e-08,0.4082
10.83,3.66667e-08,0.3015
10.84,6.66667e-09,0.7071
10.85,1.33333e-08,0.5
10.86,2.33333e-08,0.378
10.87,1.66667e-08,0.4472
10.88,6.66667e-09,0.7071
10.89,1.33333e-08,0.5
10.9,1e-08,0.5774
10.91,1.33333e-08,0.5
10.92,1e-08,0.5774
10.93,2e-08,0.4082
10.94,1e-08,0.5774
10.95,1.33333e-08,0.5
10.96,2e-08,0.4082
10.97,1.33333e-08,0.5
10.98,1e-08,0.5774
10.99,6.66667e-09,0.7071
11,1e-08,0.5774
11.01,3.66667e-08,0.3015
11.02,3.33333e-09,1
11.03,1.33333e-08,0.5
11.04,6.66667e-09,0.7071
11.05,3.33333e-08,0.3162
11.06,1e-08,0.5774
11.07,2.66667e-08,0.3536
11.08,1e-08,0.5774
11.09,3.33333e-09,1
11.1,1.66667e-08,0.4472
11.11,2.66667e-08,0.3536
11.12,3.33333e-09,1
11.13,2e-08,0.4082
11.14,6.66667e-09,0.7071
11.15,1e-08,0.5774
11.16,1e-08,0.5774
11.17,1.33333e-08,0.5
11.18,1e-08,0.5774
11.19,3.33333e-09,1
11.2,2e-08,0.4082
11.21,1.33333e-08,0.5
11.22,1e-08,0.5774
11.23,1e-08,0.5774
11.24,1.33333e-08,0.5
11.25,3.33333e-09,1
11.26,1e-08,0.5774
11.27,1.66667e-08,0.4472
11.28,1e-08,0.5774
11.29,3.66667e-08,0.3015
11.3,1e-08,0.5774
11.31,3.33333e-09,1
11.32,1.66667e-08,0.4472
11.33,1e-08,0.5774
11.34,1e-08,0.5774
11.35,1.33333e-08,0.5
11.36,3.33333e-09,1
11.37,1.66667e-08,0.4472
11.38,6.66667e-09,0.7071
11.39,0,0
11.4,0,0
11.41,1e-08,0.5774
11.42,3.33333e-09,1
11.43,1.33333e-08,0.5
11.44,3.33333e-09,1
11.45,6.66667e-09,0.7071
11.46,1.33333e-08,0.5
11.47,6.66667e-09,0.7071
11.48,6.66667e-09,0.7071
11.49,6.66667e-09,0.7071
11.5,1.33333e-08,0.5
11.51,1e-08,0.5774
11.52,1e-08,0.5774
11.53,1e-08,0.5774
11.54,1.33333e-08,0.5
11.55,1e-08,0.5774
11.56,1e-08,0.5774
11.57,0,0
11.58,6.66667e-09,0.7071
11.59,1e-08,0.5774
11.6,1.66667e-08,0.4472
11.61,6.66667e-09,0.7071
11.62,3.33333e-09,1
11.63,6.66667e-09,0.7071
11.64,6.66667e-09,0.7071
11.65,0,0
11.66,6.66667e-09,0.7071
11.67,1.66667e-08,0.4472
11.68,0,0
11.69,3.33333e-09,1
11.7,6.66667e-09,0.7071
11.71,1e-08,0.5774
11.72,1.33333e-08,0.5
11.73,6.66667e-09,0.7071
11.74,6.66667e-09,0.7071
11.75,0,0
11.76,1e-08,0.5774
11.77,0,0
11.78,6.66667e-09,0.7071
11.79,1e-08,0.5774
11.8,3.33333e-09,1
11.81,3.33333e-09,1
11.82,3.33333e-09,1
11.83,0,0
11.84,3.33333e-09,1
11.85,0,0
11.86,3.33333e-09,1
11.87,3.33333e-09,1
11.88,0,0
11.89,3.33333e-09,1
11.9,3.33333e-09,1
11.91,0,0
11.92,0,0
11.93,3.33333e-09,1
11.94,3.33333e-09,1
11.95,0,0
11.96,3.33333e-09,1
11.97,6.66667e-09,0.7071
11.98,3.33333e-09,1
11.99,3.33333e-09,1
12,0,0
12.01,0,0
12.02,3.33333e-09,1
12.03,0,0
12.04,0,0
12.05,0,0
12.06,0,0
12.07,0,0
12.08,3.33333e-09,1
12.09,0,0
12.1,3.33333e-09,1
12.11,3.33333e-09,1
12.12,0,0
12.13,0,0
12.14,0,0
12.15,6.66667e-09,0.7071
12.16,3.33333e-09,1
12.17,0,0
12.18,0,0
12.19,0,0
12.2,0,0
12.21,3.33333e-09,1
12.22,3.33333e-09,1
12.23,3.33333e-09,1
12.24,0,0
12.25,0,0
12.26,3.33333e-09,1
12.27,6.66667e-09,0.7071
12.28,0,0
12.29,3.33333e-09,1
12.3,0,0
12.31,3.33333e-09,1
12.32,3.33333e-09,1
12.33,0,0
12.34,0,0
12.35,0,0
12.36,0,0
12.37,0,0
12.38,0,0
12.39,0,0
12.4,0,0
12.41,0,0
12.42,0,0
12.43,0,0
12.44,3.33333e-09,1
12.45,0,0
12.46,0,0
12.47,0,0
12.48,3.33333e-09,1
12.49,0,0
12.5,0,0
12.51,0,0
12.52,0,0
12.53,3.33333e-09,1
12.54,0,0
12.55,0,0
12.56,0,0
12.57,0,0
12.58,0,0
12.59,0,0
12.6,3.33333e-09,1
12.61,0,0
12.62,0,0
12.63,0,0
12.64,0,0
12.65,0,0
12.66,0,0
12.67,0,0
12.68,3.33333e-09,1
12.69,0,0
12.7,0,0
12.71,0,0
12.72,3.33333e-09,1
12.73,0,0
12.74,0,0
12.75,0,0
12.76,0,0
12.77,0,0
12.78,3.33333e-09,1
12.79,0,0
12.8,0,0
12.81,0,0
12.82,0,0
12.83,0,0
12.84,3.33333e-09,1
12.85,0,0
12.86,0,0
12.87,0,0
12.88,0,0
12.89,0,0
12.9,0,0
12.91,0,0
12.92,0,0
12.93,0,0
12.94,3.33333e-09,1
12.95,0,0
12.96,0,0
12.97,0,0
12.98,0,0
12.99,0,0
13,0,0
13.01,0,0
13.02,0,0
13.03,0,0
13.04,0,0
13.05,0,0
13.06,0,0
13.07,0,0
13.08,0,0
13.09,0,0
13.1,0,0
13.11,0,0
13.12,0,0
13.13,0,0
13.14,0,0
13.15,0,0
13.16,0,0
13.17,0,0
13.18,0,0
13.19,0,0
13.2,0,0
13.21,0,0
13.22,3.33333e-09,1
13.23,0,0
13.24,0,0
13.25,0,0
13.26,0,0
13.27,0,0
13.28,0,0
13.29,0,0
13.3,0,0
13.31,0,0
13.32,0,0
13.33,0,0
13.34,0,0
13.35,0,0
13.36,0,0
13.37,0,0
13.38,0,0
13.39,0,0
13.4,3.33333e-09,1
13.41,0,0
13.42,0,0
13.43,0,0
13.44,3.33333e-09,1
13.45,0,0
13.46,0,0
13.47,0,0
13.48,0,0
13.49,0,0
13.5,0,0
13.51,0,0
13.52,0,0
13.53,0,0
13.54,0,0
13.55,0,0
13.56,0,0
13.57,0,0
13.58,0,0
13.59,0,0
13.6,0,0
13.61,0,0
13.62,3.33333e-09,1
13.63,0,0
13.64,0,0
13.65,0,0
13.66,0,0
13.67,0,0
13.68,0,0
13.69,0,0
13.7,0,0
13.71,0,0
13.72,0,0
13.73,0,0
13.74,0,0
13.75,0,0
13.76,0,0
13.77,0,0
13.78,0,0
13.79,0,0
13.8,0,0
13.81,0,0
13.82,0,0
13.83,0,0
13.84,0,0
13.85,0,0
13.86,0,0
13.87,3.33333e-09,1
13.88,0,0
13.89,0,0
13.9,0,0
13.91,0,0
13.92,0,0
13.93,0,0
13.94,0,0
13.95,0,0
13.96,0,0
13.97,0,0
13.98,0,0
13.99,0,0
14,0,0
14.01,0,0
14.02,0,0
14.03,0,0
14.04,0,0
14.05,0,0
14.06,0,0
14.07,0,0
14.08,0,0
14.09,0,0
14.1,0,0
14.11,0,0
14.12,0,0
14.13,0,0
14.14,0,0
14.15,0,0
14.16,0,0
14.17,0,0
14.18,0,0
14.19,0,0
14.2,0,0
14.21,0,0
14.22,0,0
14.23,0,0
14.24,0,0
14.25,0,0
14.26,0,0
14.27,0,0
14.28,0,0
14.29,3.33333e-09,1
14.3,0,0
14.31,0,0
14.32,0,0
14.33,0,0
14.34,0,0
14.35,0,0
14.36,0,0
14.37,0,0
14.38,0,0
14.39,0,0
14.4,0,0
14.41,0,0
14.42,0,0
14.43,0,0
14.44,0,0
14.45,0,0
14.46,0,0
14.47,0,0
14.48,0,0
14.49,0,0
14.5,0,0
14.51,0,0
14.52,0,0
14.53,0,0
14.54,0,0
14.55,0,0
14.56,0,0
14.57,0,0
14.58,0,0
14.59,0,0
14.6,0,0
14.61,0,0
14.62,0,0
14.63,0,0
14.64,0,0
14.65,0,0
14.66,0,0
14.67,0,0
14.68,0,0
14.69,0,0
14.7,0,0
14.71,0,0
14.72,0,0
14.73,0,0
14.74,0,0
14.75,0,0
14.76,0,0
14.77,0,0
14.78,0,0
14.79,0,0
14.8,0,0
14.81,0,0
14.82,0,0
14.83,0,0
14.84,0,0
14.85,0,0
14.86,0,0
14.87,0,0
14.88,0,0
14.89,3.33333e-09,1
14.9,0,0
14.91,0,0
14.92,0,0
14.93,0,0
14.94,0,0
14.95,0,0
14.96,0,0
14.97,0,0
14.98,0,0
14.99,0,0
15,0,0
15.01,0,0
15.02,0,0
15.03,0,0
15.04,0,0
15.05,0,0
15.06,0,0
15.07,0,0
15.08,0,0
15.09,0,0
15.1,0,0
15.11,0,0
15.12,0,0
15.13,3.33333e-09,1
15.14,0,0
15.15,0,0
15.16,0,0
15.17,0,0
15.18,0,0
15.19,0,0
15.2,0,0
15.21,0,0
15.22,0,0
15.23,3.33333e-09,1
15.24,0,0
15.25,0,0
15.26,0,0
15.27,0,0
15.28,0,0
15.29,0,0
15.3,3.33333e-09,1
15.31,0,0
15.32,0,0
15.33,3.33333e-09,1
15.34,0,0
15.35,0,0
15.36,0,0
15.37,0,0
15.38,0,0
15.39,0,0
15.4,0,0
15.41,0,0
15.42,0,0
15.43,6.66667e-09,0.7071
15.44,0,0
15.45,0,0
15.46,0,0
15.47,0,0
15.48,0,0
15.49,0,0
15.5,0,0
15.51,0,0
15.52,0,0
15.53,0,0
15.54,0,0
15.55,0,0
15.56,0,0
15.57,0,0
15.58,0,0
15.59,3.33333e-09,1
15.6,0,0
15.61,0,0
15.62,0,0
15.63,0,0
15.64,0,0
15.65,0,0
15.66,0,0
15.67,0,0
15.68,0,0
15.69,0,0
15.7,0,0
15.71,0,0
15.72,0,0
15.73,0,0
15.74,0,0
15.75,0,0
15.76,0,0
15.77,0,0
15.78,0,0
15.79,0,0
15.8,0,0
15.81,0,0
15.82,0,0
15.83,0,0
15.84,0,0
15.85,3.33333e-09,1
15.86,0,0
15.87,0,0
15.88,0,0
15.89,0,0
15.9,0,0
15.91,0,0
15.92,0,0
15.93,0,0
15.94,0,0
15.95,0,0
15.96,0,0
15.97,0,0
15.98,0,0
15.99,0,0
