Energy_MeV,F8 脉冲高度响应,Relative_Error
1.37,3.18333e-06,0.0324
1.38,3.19333e-06,0.0323
1.39,3.32333e-06,0.0317
1.4,2.96333e-06,0.0335
1.41,3.04667e-06,0.0331
1.42,2.82333e-06,0.0344
1.43,2.84333e-06,0.0342
1.44,2.82667e-06,0.0343
1.45,2.95667e-06,0.0336
1.46,2.66667e-06,0.0354
1.47,2.77667e-06,0.0346
1.48,2.62333e-06,0.0356
1.49,2.79667e-06,0.0345
1.5,2.81e-06,0.0344
1.51,2.82667e-06,0.0343
1.52,2.53333e-06,0.0363
1.53,2.68333e-06,0.0352
1.54,2.61333e-06,0.0357
1.55,2.58667e-06,0.0359
1.56,2.82e-06,0.0344
1.57,2.71667e-06,0.035
1.58,2.75667e-06,0.0348
1.59,3.12667e-06,0.0327
1.6,3.35e-06,0.0315
1.61,3.81333e-06,0.0296
1.62,3.69667e-06,0.03
1.63,3.48e-06,0.0309
1.64,3.10333e-06,0.0328
1.65,3.04e-06,0.0331
1.66,2.81333e-06,0.0344
1.67,2.59333e-06,0.0359
1.68,2.85e-06,0.0342
1.69,2.86333e-06,0.0341
1.7,3.02667e-06,0.0332
1.71,3.24333e-06,0.0321
1.72,3.31333e-06,0.0317
1.73,3.23333e-06,0.0321
1.74,3.00333e-06,0.0333
1.75,2.72667e-06,0.035
1.76,2.5e-06,0.0365
1.77,2.73333e-06,0.0349
1.78,2.91e-06,0.0338
1.79,3.16e-06,0.0325
1.8,3.50333e-06,0.0308
1.81,3.66333e-06,0.0302
1.82,3.58333e-06,0.0305
1.83,3.18333e-06,0.0324
1.84,2.93333e-06,0.0337
1.85,2.37667e-06,0.0375
1.86,2.38e-06,0.0374
1.87,2.53e-06,0.0363
1.88,2.47333e-06,0.0367
1.89,2.48667e-06,0.0366
1.9,2.57333e-06,0.036
1.91,2.47667e-06,0.0367
1.92,2.66667e-06,0.0354
1.93,2.61e-06,0.0357
1.94,2.67333e-06,0.0353
1.95,2.70667e-06,0.0351
1.96,2.55333e-06,0.0361
1.97,2.67e-06,0.0353
1.98,2.52667e-06,0.0363
1.99,2.43e-06,0.037
2,2.48333e-06,0.0366
2.01,2.38667e-06,0.0374
2.02,2.48667e-06,0.0366
2.03,2.27667e-06,0.0383
2.04,2.31e-06,0.038
2.05,2.15333e-06,0.0393
2.06,2.21333e-06,0.0388
2.07,2.22e-06,0.0387
2.08,1.88333e-06,0.0421
2.09,2.11333e-06,0.0397
2.1,2.14e-06,0.0395
2.11,2.18333e-06,0.0391
2.12,2.14667e-06,0.0394
2.13,2.06e-06,0.0402
2.14,1.97333e-06,0.0411
2.15,2.10333e-06,0.0398
2.16,2.23333e-06,0.0386
2.17,2.28e-06,0.0382
2.18,2.46667e-06,0.0368
2.19,2.96e-06,0.0336
2.2,3.52667e-06,0.0307
2.21,3.9e-06,0.0292
2.22,3.89e-06,0.0293
2.23,3.82e-06,0.0295
2.24,3.33667e-06,0.0316
2.25,2.72333e-06,0.035
2.26,2.61333e-06,0.0357
2.27,2.60667e-06,0.0358
2.28,2.34e-06,0.0377
2.29,2.45e-06,0.0369
2.3,2.44e-06,0.037
2.31,2.43e-06,0.037
2.32,2.28667e-06,0.0382
2.33,2.24667e-06,0.0385
2.34,1.88e-06,0.0421
2.35,1.86e-06,0.0423
2.36,1.95e-06,0.0413
2.37,1.9e-06,0.0419
2.38,1.98333e-06,0.041
2.39,1.92333e-06,0.0416
2.4,1.92333e-06,0.0416
2.41,1.97e-06,0.0411
2.42,1.92333e-06,0.0416
2.43,1.96667e-06,0.0412
2.44,1.98333e-06,0.041
2.45,2.04333e-06,0.0404
2.46,2.06e-06,0.0402
2.47,2.2e-06,0.0389
2.48,2.39667e-06,0.0373
2.49,2.24667e-06,0.0385
2.5,2.42333e-06,0.0371
2.51,2.15667e-06,0.0393
2.52,1.92667e-06,0.0416
2.53,2.09667e-06,0.0399
2.54,1.94333e-06,0.0414
2.55,1.96667e-06,0.0412
2.56,1.89667e-06,0.0419
2.57,1.89333e-06,0.042
2.58,2.12333e-06,0.0396
2.59,2.03667e-06,0.0405
2.6,1.88e-06,0.0421
2.61,1.95333e-06,0.0413
2.62,1.87667e-06,0.0421
2.63,2.05333e-06,0.0403
2.64,1.92333e-06,0.0416
2.65,2.16667e-06,0.0392
2.66,2.11e-06,0.0397
2.67,2.19e-06,0.039
2.68,2.28667e-06,0.0382
2.69,2.22667e-06,0.0387
2.7,2.35e-06,0.0377
2.71,2.30667e-06,0.038
2.72,2.55333e-06,0.0361
2.73,2.73333e-06,0.0349
2.74,2.93e-06,0.0337
2.75,2.73667e-06,0.0349
2.76,2.52e-06,0.0364
2.77,2.56333e-06,0.0361
2.78,2.46e-06,0.0368
2.79,2.41333e-06,0.0372
2.8,2.27667e-06,0.0383
2.81,2.32667e-06,0.0379
2.82,2.28333e-06,0.0382
2.83,2.27667e-06,0.0383
2.84,2.27667e-06,0.0383
2.85,2.14333e-06,0.0394
2.86,2.2e-06,0.0389
2.87,2.14333e-06,0.0394
2.88,1.98333e-06,0.041
2.89,1.97333e-06,0.0411
2.9,2.1e-06,0.0398
2.91,2.04e-06,0.0404
2.92,2.07667e-06,0.0401
2.93,1.95667e-06,0.0413
2.94,1.99667e-06,0.0409
2.95,1.93e-06,0.0416
2.96,1.9e-06,0.0419
2.97,2.05e-06,0.0403
2.98,2.11667e-06,0.0397
2.99,2.29e-06,0.0382
3,2.39e-06,0.0373
3.01,2.47e-06,0.0367
3.02,2.08e-06,0.04
3.03,2.16667e-06,0.0392
3.04,2.04667e-06,0.0404
3.05,1.78e-06,0.0433
3.06,1.87333e-06,0.0422
3.07,1.71667e-06,0.0441
3.08,1.84e-06,0.0426
3.09,1.62667e-06,0.0453
3.1,1.80667e-06,0.043
3.11,1.73333e-06,0.0439
3.12,1.84e-06,0.0426
3.13,1.89667e-06,0.0419
3.14,1.9e-06,0.0419
3.15,1.99e-06,0.0409
3.16,2.11667e-06,0.0397
3.17,2.31667e-06,0.0379
3.18,2.41333e-06,0.0372
3.19,2.52e-06,0.0364
3.2,2.55333e-06,0.0361
3.21,2.48333e-06,0.0366
3.22,2.48e-06,0.0367
3.23,2.66333e-06,0.0354
3.24,2.44e-06,0.037
3.25,2.47333e-06,0.0367
3.26,2.41333e-06,0.0372
3.27,2.11333e-06,0.0397
3.28,2.07e-06,0.0401
3.29,1.98333e-06,0.041
3.3,1.82667e-06,0.0427
3.31,1.92667e-06,0.0416
3.32,1.87333e-06,0.0422
3.33,2.07333e-06,0.0401
3.34,1.89333e-06,0.042
3.35,1.98333e-06,0.041
3.36,1.98e-06,0.041
3.37,2.04667e-06,0.0404
3.38,2.09e-06,0.0399
3.39,2.32333e-06,0.0379
3.4,2.19667e-06,0.039
3.41,2.18667e-06,0.039
3.42,2.23e-06,0.0387
3.43,2.32333e-06,0.0379
3.44,2.10667e-06,0.0398
3.45,2.07e-06,0.0401
3.46,1.90333e-06,0.0418
3.47,1.88667e-06,0.042
3.48,1.81e-06,0.0429
3.49,1.94333e-06,0.0414
3.5,1.6e-06,0.0456
3.51,1.71667e-06,0.0441
3.52,1.59333e-06,0.0457
3.53,1.57667e-06,0.046
3.54,1.53667e-06,0.0466
3.55,1.55667e-06,0.0463
3.56,1.58e-06,0.0459
3.57,1.37333e-06,0.0493
3.58,1.51667e-06,0.0469
3.59,1.55e-06,0.0464
3.6,1.43e-06,0.0483
3.61,1.54e-06,0.0465
3.62,1.58e-06,0.0459
3.63,1.61333e-06,0.0455
3.64,1.74333e-06,0.0437
3.65,1.84667e-06,0.0425
3.66,1.74667e-06,0.0437
3.67,1.84333e-06,0.0425
3.68,2.10333e-06,0.0398
3.69,2.09333e-06,0.0399
3.7,2.09e-06,0.0399
3.71,2.13e-06,0.0396
3.72,2.17e-06,0.0392
3.73,2.36e-06,0.0376
3.74,2.52667e-06,0.0363
3.75,2.34333e-06,0.0377
3.76,2.41667e-06,0.0371
3.77,2.14667e-06,0.0394
3.78,1.89333e-06,0.042
3.79,1.60333e-06,0.0456
3.8,1.49333e-06,0.0472
3.81,1.30333e-06,0.0506
3.82,1.2e-06,0.0527
3.83,1.18333e-06,0.0531
3.84,1.31e-06,0.0504
3.85,1.44333e-06,0.0481
3.86,1.34333e-06,0.0498
3.87,1.48333e-06,0.0474
3.88,1.44667e-06,0.048
3.89,1.36e-06,0.0495
3.9,1.49e-06,0.0473
3.91,1.7e-06,0.0443
3.92,1.59667e-06,0.0457
3.93,1.75333e-06,0.0436
3.94,1.59333e-06,0.0457
3.95,1.55e-06,0.0464
3.96,1.3e-06,0.0506
3.97,1.22e-06,0.0523
3.98,1.07e-06,0.0558
3.99,9.6e-07,0.0589
4,9.76667e-07,0.0584
4.01,8.8e-07,0.0615
4.02,9.26667e-07,0.06
4.03,1.00333e-06,0.0576
4.04,9.03333e-07,0.0607
4.05,8.23333e-07,0.0636
4.06,9.63333e-07,0.0588
4.07,8.36667e-07,0.0631
4.08,8.36667e-07,0.0631
4.09,8e-07,0.0645
4.1,9.13333e-07,0.0604
4.11,8.33333e-07,0.0632
4.12,9.03333e-07,0.0607
4.13,8.9e-07,0.0612
4.14,9.53333e-07,0.0591
4.15,9.23333e-07,0.0601
4.16,9.53333e-07,0.0591
4.17,9.26667e-07,0.06
4.18,9.26667e-07,0.06
4.19,9.53333e-07,0.0591
4.2,9.46667e-07,0.0593
4.21,8.16667e-07,0.0639
4.22,9.13333e-07,0.0604
4.23,8.26667e-07,0.0635
4.24,8e-07,0.0645
4.25,7.9e-07,0.065
4.26,8.6e-07,0.0623
4.27,9.1e-07,0.0605
4.28,8.16667e-07,0.0639
4.29,7.7e-07,0.0658
4.3,8.13333e-07,0.064
4.31,6.86667e-07,0.0697
4.32,7.7e-07,0.0658
4.33,8.16667e-07,0.0639
4.34,7.8e-07,0.0654
4.35,7.33333e-07,0.0674
4.36,7.43333e-07,0.067
4.37,7.6e-07,0.0662
4.38,7e-07,0.069
4.39,8.56667e-07,0.0624
4.4,8.76667e-07,0.0617
4.41,9.66667e-07,0.0587
4.42,9.46667e-07,0.0593
4.43,8.73333e-07,0.0618
4.44,1.01667e-06,0.0573
4.45,9.06667e-07,0.0606
4.46,1.02667e-06,0.057
4.47,9.16667e-07,0.0603
4.48,9.66667e-07,0.0587
4.49,8.43333e-07,0.0629
4.5,7.6e-07,0.0662
4.51,7.86667e-07,0.0651
4.52,8.43333e-07,0.0629
4.53,7.3e-07,0.0676
4.54,7.9e-07,0.065
4.55,7.06667e-07,0.0687
4.56,7.43333e-07,0.067
4.57,8.13333e-07,0.064
4.58,7.23333e-07,0.0679
4.59,7.33333e-07,0.0674
4.6,8.8e-07,0.0615
4.61,7.26667e-07,0.0677
4.62,7.6e-07,0.0662
4.63,7.06667e-07,0.0687
4.64,7.73333e-07,0.0657
4.65,7.66667e-07,0.0659
4.66,7.2e-07,0.068
4.67,7.56667e-07,0.0664
4.68,7.13333e-07,0.0684
4.69,6.43333e-07,0.072
4.7,8.4e-07,0.063
4.71,7.76667e-07,0.0655
4.72,6.03333e-07,0.0743
4.73,7.8e-07,0.0654
4.74,6.43333e-07,0.072
4.75,7.66667e-07,0.0659
4.76,6.96667e-07,0.0692
4.77,6.3e-07,0.0727
4.78,7.06667e-07,0.0687
4.79,6.73333e-07,0.0704
4.8,7.63333e-07,0.0661
4.81,7.8e-07,0.0654
4.82,8.46667e-07,0.0627
4.83,7e-07,0.069
4.84,7.83333e-07,0.0652
4.85,6.56667e-07,0.0712
4.86,7.53333e-07,0.0665
4.87,6e-07,0.0745
4.88,6.53333e-07,0.0714
4.89,7.73333e-07,0.0657
4.9,7.63333e-07,0.0661
4.91,8.03333e-07,0.0644
4.92,8.06667e-07,0.0643
4.93,7.53333e-07,0.0665
4.94,7.66667e-07,0.0659
4.95,7.83333e-07,0.0652
4.96,7.4e-07,0.0671
4.97,8.5e-07,0.0626
4.98,7.2e-07,0.068
4.99,6.8e-07,0.07
5,6.9e-07,0.0695
5.01,7.13333e-07,0.0684
5.02,6.93333e-07,0.0693
5.03,6.93333e-07,0.0693
5.04,7.66667e-07,0.0659
5.05,7.6e-07,0.0662
5.06,8.23333e-07,0.0636
5.07,9.03333e-07,0.0607
5.08,1.05667e-06,0.0562
5.09,1.03333e-06,0.0568
5.1,1.33333e-06,0.05
5.11,1.46333e-06,0.0477
5.12,1.44667e-06,0.048
5.13,1.26e-06,0.0514
5.14,1.19e-06,0.0529
5.15,1.12333e-06,0.0545
5.16,1.02e-06,0.0572
5.17,8.43333e-07,0.0629
5.18,7.93333e-07,0.0648
5.19,9.23333e-07,0.0601
5.2,8.73333e-07,0.0618
5.21,8.56667e-07,0.0624
5.22,8.03333e-07,0.0644
5.23,9.3e-07,0.0599
5.24,9.16667e-07,0.0603
5.25,8.2e-07,0.0638
5.26,8.6e-07,0.0623
5.27,9.4e-07,0.0595
5.28,8.63333e-07,0.0621
5.29,8.26667e-07,0.0635
5.3,9.03333e-07,0.0607
5.31,7.93333e-07,0.0648
5.32,8.73333e-07,0.0618
5.33,8.1e-07,0.0642
5.34,7.33333e-07,0.0674
5.35,7.8e-07,0.0654
5.36,8.66667e-07,0.062
5.37,8.66667e-07,0.062
5.38,9.06667e-07,0.0606
5.39,7.73333e-07,0.0657
5.4,8.16667e-07,0.0639
5.41,8.3e-07,0.0634
5.42,8.33333e-07,0.0632
5.43,8.46667e-07,0.0627
5.44,7.33333e-07,0.0674
5.45,7.73333e-07,0.0657
5.46,8.2e-07,0.0638
5.47,7.53333e-07,0.0665
5.48,6.43333e-07,0.072
5.49,7.8e-07,0.0654
5.5,7e-07,0.069
5.51,6.66667e-07,0.0707
5.52,6.83333e-07,0.0698
5.53,7.43333e-07,0.067
5.54,7.16667e-07,0.0682
5.55,6.6e-07,0.0711
5.56,7.6e-07,0.0662
5.57,9.2e-07,0.0602
5.58,9.73333e-07,0.0585
5.59,1.21667e-06,0.0523
5.6,1.41667e-06,0.0485
5.61,1.46667e-06,0.0477
5.62,1.73333e-06,0.0439
5.63,1.65333e-06,0.0449
5.64,1.63e-06,0.0452
5.65,1.42667e-06,0.0483
5.66,1.21667e-06,0.0523
5.67,1.10333e-06,0.055
5.68,9.2e-07,0.0602
5.69,7.83333e-07,0.0652
5.7,7.3e-07,0.0676
5.71,8.23333e-07,0.0636
5.72,8.2e-07,0.0638
5.73,7.43333e-07,0.067
5.74,6.93333e-07,0.0693
5.75,7.06667e-07,0.0687
5.76,6.53333e-07,0.0714
5.77,7.6e-07,0.0662
5.78,7.03333e-07,0.0688
5.79,6.7e-07,0.0705
5.8,7.1e-07,0.0685
5.81,7.46667e-07,0.0668
5.82,6.9e-07,0.0695
5.83,6.86667e-07,0.0697
5.84,6.26667e-07,0.0729
5.85,7.63333e-07,0.0661
5.86,8.13333e-07,0.064
5.87,8.06667e-07,0.0643
5.88,8.06667e-07,0.0643
5.89,7.83333e-07,0.0652
5.9,8.03333e-07,0.0644
5.91,8e-07,0.0645
5.92,8.06667e-07,0.0643
5.93,7.53333e-07,0.0665
5.94,7e-07,0.069
5.95,7.23333e-07,0.0679
5.96,5.93333e-07,0.075
5.97,7e-07,0.069
5.98,4.9e-07,0.0825
5.99,5.1e-07,0.0808
6,5.3e-07,0.0793
6.01,4.76667e-07,0.0836
6.02,5.1e-07,0.0808
6.03,4.36667e-07,0.0874
6.04,4.53333e-07,0.0857
6.05,5.83333e-07,0.0756
6.06,5.5e-07,0.0778
6.07,7.5e-07,0.0667
6.08,7.66667e-07,0.0659
6.09,9.86667e-07,0.0581
6.1,1.14333e-06,0.054
6.11,1.37333e-06,0.0493
6.12,1.35333e-06,0.0496
6.13,1.56333e-06,0.0462
6.14,1.31333e-06,0.0504
6.15,1.31667e-06,0.0503
6.16,1.14667e-06,0.0539
6.17,1.05333e-06,0.0563
6.18,8.16667e-07,0.0639
6.19,6.33333e-07,0.0725
6.2,5.96667e-07,0.0747
6.21,5.93333e-07,0.075
6.22,4.53333e-07,0.0857
6.23,5.3e-07,0.0793
6.24,4.6e-07,0.0851
6.25,4.9e-07,0.0825
6.26,4.3e-07,0.088
6.27,4.53333e-07,0.0857
6.28,4.36667e-07,0.0874
6.29,3.76667e-07,0.0941
6.3,4.63333e-07,0.0848
6.31,4.6e-07,0.0851
6.32,4.46667e-07,0.0864
6.33,4.66667e-07,0.0845
6.34,4e-07,0.0913
6.35,3.7e-07,0.0949
6.36,4.9e-07,0.0825
6.37,6.06667e-07,0.0741
6.38,5.86667e-07,0.0754
6.39,6.43333e-07,0.072
6.4,7.16667e-07,0.0682
6.41,6.83333e-07,0.0698
6.42,6.73333e-07,0.0704
6.43,6.73333e-07,0.0704
6.44,7.3e-07,0.0676
6.45,5.96667e-07,0.0747
6.46,5.36667e-07,0.0788
6.47,5.23333e-07,0.0798
6.48,4.63333e-07,0.0848
6.49,3.4e-07,0.099
6.5,3.53333e-07,0.0971
6.51,3.86667e-07,0.0928
6.52,3.5e-07,0.0976
6.53,3.7e-07,0.0949
6.54,4.4e-07,0.087
6.55,3.76667e-07,0.0941
6.56,4.4e-07,0.087
6.57,5.06667e-07,0.0811
6.58,6.6e-07,0.0711
6.59,7.16667e-07,0.0682
6.6,6.73333e-07,0.0704
6.61,6.46667e-07,0.0718
6.62,6.5e-07,0.0716
6.63,5.96667e-07,0.0747
6.64,5.7e-07,0.0765
6.65,5.5e-07,0.0778
6.66,4.66667e-07,0.0845
6.67,4e-07,0.0913
6.68,3.63333e-07,0.0958
6.69,4.16667e-07,0.0894
6.7,3.73333e-07,0.0945
6.71,3.66667e-07,0.0953
6.72,3.43333e-07,0.0985
6.73,2.56667e-07,0.114
6.74,3.1e-07,0.1037
6.75,2.36667e-07,0.1187
6.76,2.93333e-07,0.1066
6.77,2.73333e-07,0.1104
6.78,2.8e-07,0.1091
6.79,3.13333e-07,0.1031
6.8,2.86667e-07,0.1078
6.81,2.43333e-07,0.117
6.82,2.33333e-07,0.1195
6.83,2.73333e-07,0.1104
6.84,3.36667e-07,0.0995
6.85,2.8e-07,0.1091
6.86,3.53333e-07,0.0971
6.87,3.3e-07,0.1005
6.88,3.53333e-07,0.0971
6.89,3.23333e-07,0.1015
6.9,3.63333e-07,0.0958
6.91,4.23333e-07,0.0887
6.92,4.46667e-07,0.0864
6.93,4.7e-07,0.0842
6.94,3.63333e-07,0.0958
6.95,3.66667e-07,0.0953
6.96,3.33333e-07,0.1
6.97,2.86667e-07,0.1078
6.98,1.93333e-07,0.1313
6.99,2.33333e-07,0.1195
7,1.7e-07,0.14
7.01,1.53333e-07,0.1474
7.02,2.06667e-07,0.127
7.03,1.6e-07,0.1443
7.04,1.76667e-07,0.1374
7.05,1.53333e-07,0.1474
7.06,2.03333e-07,0.128
7.07,2.73333e-07,0.1104
7.08,2.7e-07,0.1111
7.09,3.06667e-07,0.1043
7.1,3.6e-07,0.0962
7.11,3.63333e-07,0.0958
7.12,4.26667e-07,0.0884
7.13,3.56667e-07,0.0967
7.14,3.9e-07,0.0925
7.15,2.83333e-07,0.1085
7.16,2.76667e-07,0.1098
7.17,2.03333e-07,0.128
7.18,2.13333e-07,0.125
7.19,2.06667e-07,0.127
7.2,1.56667e-07,0.1459
7.21,1.4e-07,0.1543
7.22,1.33333e-07,0.1581
7.23,1.33333e-07,0.1581
7.24,1.1e-07,0.1741
7.25,1e-07,0.1826
7.26,1.1e-07,0.1741
7.27,1.33333e-07,0.1581
7.28,1.43333e-07,0.1525
7.29,8.33333e-08,0.2
7.3,1.33333e-07,0.1581
7.31,1.23333e-07,0.1644
7.32,1.26667e-07,0.1622
7.33,1.36667e-07,0.1562
7.34,1.03333e-07,0.1796
7.35,1.2e-07,0.1667
7.36,1.2e-07,0.1667
7.37,1.3e-07,0.1601
7.38,1.26667e-07,0.1622
7.39,1.63333e-07,0.1429
7.4,1.06667e-07,0.1768
7.41,1.2e-07,0.1667
7.42,1.23333e-07,0.1644
7.43,1.16667e-07,0.169
7.44,9.66667e-08,0.1857
7.45,8.66667e-08,0.1961
7.46,9.33333e-08,0.189
7.47,1.03333e-07,0.1796
7.48,1.33333e-07,0.1581
7.49,9.33333e-08,0.189
7.5,1.2e-07,0.1667
7.51,1.43333e-07,0.1525
7.52,1.16667e-07,0.169
7.53,9e-08,0.1925
7.54,1.03333e-07,0.1796
7.55,9.33333e-08,0.189
7.56,1.36667e-07,0.1562
7.57,9.66667e-08,0.1857
7.58,1.16667e-07,0.169
7.59,9.66667e-08,0.1857
7.6,1.36667e-07,0.1562
7.61,1.1e-07,0.1741
7.62,8.66667e-08,0.1961
7.63,9.33333e-08,0.189
7.64,6.33333e-08,0.2294
7.65,7e-08,0.2182
7.66,9.66667e-08,0.1857
7.67,9.33333e-08,0.189
7.68,7.66667e-08,0.2085
7.69,1.03333e-07,0.1796
7.7,7e-08,0.2182
7.71,8.33333e-08,0.2
7.72,1.03333e-07,0.1796
7.73,8e-08,0.2041
7.74,1.2e-07,0.1667
7.75,8.33333e-08,0.2
7.76,7.66667e-08,0.2085
7.77,7e-08,0.2182
7.78,6.33333e-08,0.2294
7.79,8e-08,0.2041
7.8,9.33333e-08,0.189
7.81,7.33333e-08,0.2132
7.82,7e-08,0.2182
7.83,8e-08,0.2041
7.84,8.33333e-08,0.2
7.85,9.33333e-08,0.189
7.86,7.66667e-08,0.2085
7.87,6.66667e-08,0.2236
7.88,9.66667e-08,0.1857
7.89,7.66667e-08,0.2085
7.9,9e-08,0.1925
7.91,8.33333e-08,0.2
7.92,1.16667e-07,0.169
7.93,5.66667e-08,0.2425
7.94,7e-08,0.2182
7.95,7.33333e-08,0.2132
7.96,6.33333e-08,0.2294
7.97,5e-08,0.2582
7.98,6.66667e-08,0.2236
7.99,4e-08,0.2887
8,7.66667e-08,0.2085
8.01,5.66667e-08,0.2425
8.02,5e-08,0.2582
8.03,1.1e-07,0.1741
8.04,6.33333e-08,0.2294
8.05,7.33333e-08,0.2132
8.06,6.33333e-08,0.2294
8.07,4.33333e-08,0.2774
8.08,6.66667e-08,0.2236
8.09,7.33333e-08,0.2132
8.1,8.33333e-08,0.2
8.11,9.66667e-08,0.1857
8.12,6e-08,0.2357
8.13,8e-08,0.2041
8.14,9e-08,0.1925
8.15,7.33333e-08,0.2132
8.16,7e-08,0.2182
8.17,5.66667e-08,0.2425
8.18,6e-08,0.2357
8.19,5e-08,0.2582
8.2,6e-08,0.2357
8.21,7.66667e-08,0.2085
8.22,5.66667e-08,0.2425
8.23,4e-08,0.2887
8.24,4.33333e-08,0.2774
8.25,2.33333e-08,0.378
8.26,5.33333e-08,0.25
8.27,8.66667e-08,0.1961
8.28,4.33333e-08,0.2774
8.29,7e-08,0.2182
8.3,4.33333e-08,0.2774
8.31,4.33333e-08,0.2774
8.32,3.33333e-08,0.3162
8.33,5.66667e-08,0.2425
8.34,5.33333e-08,0.25
8.35,5.33333e-08,0.25
8.36,5.66667e-08,0.2425
8.37,5.33333e-08,0.25
8.38,7.66667e-08,0.2085
8.39,5.66667e-08,0.2425
8.4,8e-08,0.2041
8.41,7.33333e-08,0.2132
8.42,5e-08,0.2582
8.43,6.33333e-08,0.2294
8.44,5e-08,0.2582
8.45,6.33333e-08,0.2294
8.46,4e-08,0.2887
